Column1;Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Experiment;Instrument;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;create_date;version;Sample Name;SRA Study;Collection_Date;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;BioSampleModel;isolation_source;HOST;lat_lon;isolate;source_material_id;sample_type;strain;env_broad_scale;env_local_scale;env_medium;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Sample_name;Scientific_Name;INSDC_center_name;INSDC_status;Submitter_Id;common_name;ena_first_public;ena_last_update;external_id;INSDC_first_public;INSDC_last_update;ArrayExpress-SPECIES;sample_description;samp_mat_process;ref_biomaterial;collected_by;tissue;source_uvig;virus_enrich_appr;replicate;host_subject_id;project_name;host_common_name;geographic_location_(country_and/or_sea);geographic_location_(latitude);geographic_location_(longitude);host_tissue_sampled;broad-scale_environmental_context;ENA_first_public.1;ENA-STATUS-ID (exp);ENA-STATUS-ID (run);environmental_medium;local_environmental_context;Broker_name;Biological_Replicate;host_scientific_name;lab_host;fasta_file (run);host_taxid;isol_growth_condt;propagation;Host_Age;host_sex;specimen_voucher;host_body_product;host_tot_mass;misc_param;samp_capt_status;sex;BREED;Cultivar;dev_stage;ecotype;sub_species;sequencing_approach;actual_read_length (run);Investigation_type;library_id;RUN (run);total_bases (run);Host_disease;environment_(biome);environment_(feature);environment_(material);host-associated_environmental_package;Sequencing_method;samp_collect_device;SUBMISSION_TOOL (exp);SUBMISSION_TOOL (run);submission_tool;SUBMISSION_TOOL_VERSION (exp);SUBMISSION_TOOL_VERSION (run);SUBMISSION_TOOL_VERSION;genbank_accession;samp_size;sampleNumber;specific_host;virus_enrich_app;altitude;BIOME;env_package;experimental_factor;feature;identified_by;label;material;sample_ID;Host_Diet;organism.1;rel_to_oxygen
935;SRR19790900;RNA-Seq;300;9723899400;PRJNA851532;SAMN29232098;3530865627;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;s3,ncbi,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX15834867;Illumina NovaSeq 6000;CP_2602_4;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 11:09;1;Centennial_park_07;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;SRR19790901;RNA-Seq;300;11778715200;PRJNA851532;SAMN29232097;4131272431;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;ncbi,gs,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX15834866;Illumina NovaSeq 6000;CP_2602_3;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:50;1;Centennial_park_06;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;SRR19790902;RNA-Seq;300;16867944300;PRJNA851532;SAMN29232096;5869932913;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;gs,s3,ncbi;s3.us-east-1,ncbi.public,gs.us-east1;SRX15834865;Illumina NovaSeq 6000;CP_2602_2;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 11:04;1;Centennial_park_05;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;SRR19790903;RNA-Seq;300;10782690000;PRJNA851532;SAMN29232095;3739801085;THE UNIVERSITY OF SYDNEY;public;run.zq,fastq,sra;s3,ncbi,gs;s3.us-east-1,gs.us-east1,ncbi.public;SRX15834864;Illumina NovaSeq 6000;CP_2602_1;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:43;1;Centennial_park_04;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
939;SRR19790904;RNA-Seq;300;10920031500;PRJNA851532;SAMN29232094;3888408700;THE UNIVERSITY OF SYDNEY;public;sra,fastq;s3,gs;s3.us-east-1,gs.us-east1;SRX15834863;Illumina NovaSeq 6000;CP_0502_3;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:53;1;Centennial_park_03;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
940;SRR19790905;RNA-Seq;300;15399822600;PRJNA851532;SAMN29232093;5456619239;THE UNIVERSITY OF SYDNEY;public;fastq,sra,run.zq;gs,s3,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX15834862;Illumina NovaSeq 6000;CP_0502_2;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 11:30;1;Centennial_park_02;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
941;SRR19790906;RNA-Seq;300;11670585600;PRJNA851532;SAMN29232092;4131273556;THE UNIVERSITY OF SYDNEY;public;sra,run.zq,fastq;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX15834861;Illumina NovaSeq 6000;CP_0502_1;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:44;1;Centennial_park_01;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.8999 S 151.2359 E;;Centennial Park pool 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;SRR19790907;RNA-Seq;300;14934899400;PRJNA851532;SAMN29232105;5214366769;THE UNIVERSITY OF SYDNEY;public;run.zq,sra,fastq;s3,gs,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX15834860;Illumina NovaSeq 6000;G_2603_4;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:57;1;Gordon_07;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.7506 S 151.1624 E;;Gordon 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;SRR19790908;RNA-Seq;300;13384440600;PRJNA851532;SAMN29232104;4633255604;THE UNIVERSITY OF SYDNEY;public;fastq,sra,run.zq;ncbi,gs,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX15834859;Illumina NovaSeq 6000;G_2603_3;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:52;1;Gordon_06;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.7506 S 151.1624 E;;Gordon 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
944;SRR19790909;RNA-Seq;300;14958915300;PRJNA851532;SAMN29232103;5224798831;THE UNIVERSITY OF SYDNEY;public;fastq,run.zq,sra;gs,s3,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX15834858;Illumina NovaSeq 6000;G_2603_2;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 11:05;1;Gordon_05;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.7506 S 151.1624 E;;Gordon 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
945;SRR19790910;RNA-Seq;300;12550079700;PRJNA851532;SAMN29232102;4371219458;THE UNIVERSITY OF SYDNEY;public;sra,run.zq,fastq;s3,gs,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX15834857;Illumina NovaSeq 6000;G_2603_1;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:50;1;Gordon_04;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.7506 S 151.1624 E;;Gordon 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;SRR19790911;RNA-Seq;300;12644896800;PRJNA851532;SAMN29232101;4419618491;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;gs,s3,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX15834856;Illumina NovaSeq 6000;G_1203_3;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 11:07;1;Gordon_03;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.7506 S 151.1624 E;;Gordon 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
947;SRR19790912;RNA-Seq;300;9943326900;PRJNA851532;SAMN29232100;3485046512;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;s3,gs,ncbi;gs.us-east1,s3.us-east-1,ncbi.public;SRX15834855;Illumina NovaSeq 6000;G_1203_2;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:48;1;Gordon_02;SRP383227;2019;Australia;Oceania;Australia:Sydney;Metagenome or environmental;feces;Pteropus poliocephalus;33.7506 S 151.1624 E;;Gordon 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
948;SRR19790913;RNA-Seq;300;11838643200;PRJNA851532;SAMN29232091;4099282232;THE UNIVERSITY OF SYDNEY;public;run.zq,sra,fastq;gs,s3,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX15834854;Illumina NovaSeq 6000;Ad2_2019;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 10:49;1;Adelaide_02;SRP383227;2019;Australia;Oceania;Australia: Adelaide;Metagenome or environmental;feces;Pteropus poliocephalus;34.9157 S 138.6068 E;;Adelaide pool 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
949;SRR19790914;RNA-Seq;300;11403327300;PRJNA851532;SAMN29232090;3956740768;THE UNIVERSITY OF SYDNEY;public;run.zq,fastq,sra;s3,ncbi,gs;ncbi.public,gs.us-east1,s3.us-east-1;SRX15834853;Illumina NovaSeq 6000;Ad1_2019;PAIRED;RT-PCR;TRANSCRIPTOMIC;bat gut metagenome;ILLUMINA;04.09.2022 3:00;23.06.2022 11:07;1;Adelaide_01;SRP383227;2019;Australia;Oceania;Australia: Adelaide;Metagenome or environmental;feces;Pteropus poliocephalus;34.9157 S 138.6068 E;;Adelaide pool 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950;SRR18969461;RNA-Seq;202;6915221338;PRJNA833201;SAMN27963148;2087065999;KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY;public;sra,run.zq,fastq;gs,ncbi,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX15045448;Illumina NovaSeq 6000;B20-180;PAIRED;RANDOM PCR;VIRAL RNA;Middle East respiratory syndrome-related coronavirus;ILLUMINA;28.04.2022 3:00;29.04.2022 1:54;1;B20-180;SRP372777;2020-09-21;South Korea;Asia;South Korea;Viral;feces;Rhinolophus ferrumequinum;;B20-180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;SRR18969462;RNA-Seq;202;5490875302;PRJNA833201;SAMN27963147;1743434840;KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY;public;run.zq,sra,fastq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX15045447;Illumina NovaSeq 6000;B20-177;PAIRED;RANDOM PCR;VIRAL RNA;unclassified Alphacoronavirus;ILLUMINA;28.04.2022 3:00;29.04.2022 1:57;1;B20-177;SRP372777;2020-09-21;South Korea;Asia;South Korea;Viral;feces;Myotis macrodactylus;;B20-177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;SRR18969463;RNA-Seq;202;5848378134;PRJNA833201;SAMN27963146;1759047880;KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY;public;fastq,run.zq,sra;s3,gs,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX15045446;Illumina NovaSeq 6000;B20-104;PAIRED;RANDOM PCR;VIRAL RNA;unclassified Alphacoronavirus;ILLUMINA;28.04.2022 3:00;29.04.2022 1:54;1;B20-104;SRP372777;2020-05-18;South Korea;Asia;South Korea;Viral;feces;Myotis petax;;B20-104-1\, B20-104-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
953;SRR18969464;RNA-Seq;202;6667192608;PRJNA833201;SAMN27963145;2028182660;KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY;public;run.zq,fastq,sra;gs,ncbi,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX15045445;Illumina NovaSeq 6000;B20-97;PAIRED;RANDOM PCR;VIRAL RNA;unclassified Alphacoronavirus;ILLUMINA;28.04.2022 3:00;29.04.2022 2:06;1;B20-97;SRP372777;2020-09-29;South Korea;Asia;South Korea;Viral;feces;Rhinolophus ferrumequinum;;B20-97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;SRR18969465;RNA-Seq;202;7299147588;PRJNA833201;SAMN27963144;2236045985;KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY;public;sra,fastq,run.zq;gs,ncbi,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX15045444;Illumina NovaSeq 6000;B20-50;PAIRED;RANDOM PCR;VIRAL RNA;Severe acute respiratory syndrome-related coronavirus;ILLUMINA;28.04.2022 3:00;29.04.2022 1:58;1;B20-50;SRP372777;2020-03-20;South Korea;Asia;South Korea;Viral;feces;Rhinolophus ferrumequinum;;B20-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;SRR32069178;WGS;443;54444449;PRJNA1205703;SAMN46350245;53119553;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418062;MinION;barcode10_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;607G;SRP554942;2024-01-30;Brazil;South America;Brazil: Sao Paulo\, Sao Jose dos Campos;Metagenome or environmental;Gut;Neoeptesicus furinalis;23.15 S 45.9 W;;2310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956;SRR32069179;WGS;424;33377049;PRJNA1205703;SAMN46350244;32525342;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,s3,ncbi;s3.us-east-1,gs.us-east1,ncbi.public;SRX27418061;MinION;barcode11_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;454G;SRP554942;2024-01-16;Brazil;South America;Brazil: Sao Paulo\, Itu;Metagenome or environmental;Gut;Molossus rufus;23.24 S 47.32 W;;2222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
957;SRR32069180;WGS;426;60127269;PRJNA1205703;SAMN46350243;58880331;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,gs,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418060;MinION;barcode10_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;451G;SRP554942;2024-01-03;Brazil;South America;Brazil: Sao Paulo\, Itu;Metagenome or environmental;Gut;Eumops sp.;23.28 S 47.28 W;;2219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
958;SRR32069181;WGS;434;40428318;PRJNA1205703;SAMN46350242;39479960;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,s3,gs;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418059;MinION;barcode09_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;449G;SRP554942;2024-01-23;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Nyctinomops macrotis;23.46 S 46.68 W;;2217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;SRR32069182;WGS;425;73567006;PRJNA1205703;SAMN46350241;71600395;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,s3,ncbi;s3.us-east-1,ncbi.public,gs.us-east1;SRX27418058;MinION;barcode04_bib10;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;429G;SRP554942;2024-01-18;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Eumops glaucinus;22.7 S 47.66 W;;2205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;SRR32069183;WGS;399;21056368;PRJNA1205703;SAMN46350240;20540415;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX27418057;MinION;barcode03_bib10;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;425G;SRP554942;2024-01-17;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Molossus molossus;22.72 S 47.68 W;;2201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
961;SRR32069184;WGS;416;111478789;PRJNA1205703;SAMN46350239;109268557;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,s3,gs;s3.us-east-1,gs.us-east1,ncbi.public;SRX27418056;MinION;barcode08_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;423G;SRP554942;2024-01-19;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Molossus molossus;22.71 S 47.67 W;;2199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;SRR32069185;WGS;438;13200510;PRJNA1205703;SAMN46350238;12875368;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418055;MinION;barcode09_bib7;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;421G;SRP554942;2024-01-19;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Nyctinomops laticaudatus;22.73 S 47.66 W;;2197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
963;SRR32069186;WGS;436;69042093;PRJNA1205703;SAMN46350237;66894932;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418054;MinION;barcode09_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;402G;SRP554942;2024-01-22;Brazil;South America;Brazil: Sao Paulo\, Sao Jose dos Campos;Metagenome or environmental;Gut;Molossus rufus;23.15 S 45.9 W;;2178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
964;SRR32069187;WGS;412;48773354;PRJNA1205703;SAMN46350236;47877663;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,ncbi,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX27418053;MinION;barcode07_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;378G;SRP554942;2024-01-15;Brazil;South America;Brazil: Sao Paulo\, Sao Jose do Rio Preto;Metagenome or environmental;Gut;Eumops perotis;20.81 S 49.37 W;;2162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
965;SRR32069188;WGS;388;22093803;PRJNA1205703;SAMN46350155;21784429;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,ncbi,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX27418052;MinION;barcode10_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3539G;SRP554942;2023-10-23;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Neoeptesicus furinalis;23.47 S 46.71 W;;722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;SRR32069189;WGS;430;104344777;PRJNA1205703;SAMN46350235;102113786;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;s3,ncbi,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX27418051;MinION;barcode06_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;246G;SRP554942;2024-01-09;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Eumops glaucinus;22.74 S 47.64 W;;2054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;SRR32069190;WGS;432;48293358;PRJNA1205703;SAMN46350234;47195491;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418050;MinION;barcode05_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;215G;SRP554942;2024-01-12;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Histiotus velatus;23.11 S 46.89 W;;2031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
