,ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
12205,FJ571095,FJ571095.1,"Bat astrovirus My/Guangxi/JY01/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus My/Guangxi/JY01/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",My/Guangxi/JY01/2007,JY01,China:Guangxi,,08-Jun-2007,,Myotis sp.,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12206,FJ571094,FJ571094.1,"Bat astrovirus Ha/Guangxi/HZ04/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Ha/Guangxi/HZ04/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Ha/Guangxi/HZ04/2007,HZ04,China:Guangxi,,08-Jun-2007,,Hipposideros armiger,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12207,FJ571093,FJ571093.1,"Bat astrovirus Hp/Guangxi/HY11/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Hp/Guangxi/HY11/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Hp/Guangxi/HY11/2007,HY11,China:Guangxi,,06-Jun-2007,,Hipposideros pomona,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12208,FJ571092,FJ571092.1,"Bat astrovirus Tm/Guangxi/DX19/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Tm/Guangxi/DX19/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX19/2007,DX19,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12209,FJ571091,FJ571091.1,"Bat astrovirus Tm/Guangxi/DX17/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Tm/Guangxi/DX17/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,375.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX17/2007,DX17,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,0-375,1.0,NA-NA,,Mammalia
12210,FJ571090,FJ571090.1,"Bat astrovirus Tm/Guangxi/DX14/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Tm/Guangxi/DX14/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX14/2007,DX14,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12211,FJ571089,FJ571089.1,"Bat astrovirus Tm/Guangxi/DX09/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Tm/Guangxi/DX09/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX09/2007,DX09,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12212,FJ571088,FJ571088.1,"Bat astrovirus Tm/Guangxi/DX04/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Tm/Guangxi/DX04/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX04/2007,DX04,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12213,FJ571087,FJ571087.1,"Bat astrovirus Tm/Guangxi/DX02/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Tm/Guangxi/DX02/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX02/2007,DX02,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12214,FJ571086,FJ571086.1,"Bat astrovirus Hp/Guangxi/CJ04/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Hp/Guangxi/CJ04/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Hp/Guangxi/CJ04/2007,CJ04,China:Guangxi,,06-Jun-2007,,Hipposideros pomona,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12215,FJ571085,FJ571085.1,"Bat astrovirus Hp/Guangxi/BZ9/2007 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Hp/Guangxi/BZ9/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Hp/Guangxi/BZ9/2007,BZ9,China:Guangxi,,12-Jun-2007,,Hipposideros pomona,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12216,FJ571084,FJ571084.1,"Bat astrovirus Ms/Fujian/A1196/2006 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Ms/Fujian/A1196/2006,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Ms/Fujian/A1196/2006,A1196,China:Fujian,,01-Mar-2006,,Miniopterus schreibersi,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12217,FJ571083,FJ571083.1,"Bat astrovirus Rf/Shandong/A977/2006 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Rf/Shandong/A977/2006,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Rf/Shandong/A977/2006,A977,China:Shandong,,01-Jan-2006,,Rhinolophus ferrumequinum,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12218,FJ571082,FJ571082.1,"Bat astrovirus Ms/Anhui/A909/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Ms/Anhui/A909/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,378.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Ms/Anhui/A909/2005,A909,China:Anhui,,30-Dec-2005,,Miniopterus schreibersi,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
12219,FJ571081,FJ571081.1,"Bat astrovirus Myr/Anhui/A900/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Myr/Anhui/A900/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,378.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Myr/Anhui/A900/2005,A900,China:Anhui,,30-Dec-2005,,Myotis ricketti,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
12220,FJ571080,FJ571080.1,"Bat astrovirus Ms/Anhui/A894/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Ms/Anhui/A894/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Ms/Anhui/A894/2005,A894,China:Anhui,,30-Dec-2005,,Miniopterus schreibersi,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12221,FJ571079,FJ571079.1,"Bat astrovirus Rp/Jiangxi/A860/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Rp/Jiangxi/A860/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Rp/Jiangxi/A860/2005,A860,China:Jiangxi,,28-Dec-2005,,Rhinolophus pearsonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12222,FJ571078,FJ571078.1,"Bat astrovirus Myr/Jiangxi/A819/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Myr/Jiangxi/A819/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,378.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Myr/Jiangxi/A819/2005,A819,China:Jiangxi,,27-Dec-2005,,Myotis ricketti,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
12223,FJ571077,FJ571077.1,"Bat astrovirus Ms/Guangxi/A629/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Ms/Guangxi/A629/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Ms/Guangxi/A629/2005,A629,China:Guangxi,,29-Oct-2005,,Miniopterus schreibersi,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12224,FJ571076,FJ571076.1,"Bat astrovirus Pa/Sichuan/A367/2005 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Pa/Sichuan/A367/2005,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,378.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Pa/Sichuan/A367/2005,A367,China:Sichuan,,15-Jul-2005,,Pipistrellus abramus,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
12225,FJ571075,FJ571075.1,"Bat astrovirus Rf/Hubei/273/2004 RNA-dependent RNA polymerase (pol) gene, partial cds",24-JUL-2016,Bat astrovirus Rf/Hubei/273/2004,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,381.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Rf/Hubei/273/2004,273,China:Hubei,,07-Nov-2004,,Rhinolophus ferrumequinum,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
12917,KT003292,KT003292.1,"UNVERIFIED: Bat astrovirus Myl/YN/hsac2 capsid protein-like (ORF2) gene, partial sequence",19-DEC-2015,Bat astrovirus Myl/YN/hsac2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1566.0,"Zhu,I.",Myl/YN/hsac2,,China: Yunnan,,01-Jun-2015,,Myotis longipes,No,0.0,No,Yes,,,,,,,Mammalia
12918,KT003291,KT003291.1,"Bat astrovirus Hil/GX/bszt12 capsid protein (ORF2) gene, partial cds",19-DEC-2015,Bat astrovirus Hil/GX/bszt12,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2025.0,"Zhu,I.",Hil/GX/bszt12,,China: Guangxi,,01-Jun-2015,,Hipposideros larvatus,No,1.0,No,No,NA-NA,,NA-NA,,747-2025,1.0,Mammalia
13111,KT894920,KT894920.1,"Astrovirus BatAstV P.aur/GER isolate P3 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV P.aur/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,369.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,P3,Germany,,2011,urine and saliva material,Plecotus auritus,No,1.0,No,No,NA-NA,,0-369,1.0,NA-NA,,Mammalia
13112,KT894919,KT894919.1,"Astrovirus BatAstV P.aur/GER isolate P4 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV P.aur/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,360.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,P4,Germany,,2011,saliva material,Plecotus auritus,No,1.0,No,No,NA-NA,,0-360,1.0,NA-NA,,Mammalia
13113,KT894918,KT894918.1,"Astrovirus BatAstV P.aur/GER isolate P1 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV P.aur/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,367.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,P1,Germany,,2014,fecal material,Plecotus auritus,No,1.0,No,No,NA-NA,,1-367,1.0,NA-NA,,Mammalia
13114,KT894917,KT894917.1,"Astrovirus BatAstV P.aur/GER isolate P2 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV P.aur/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,369.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,P2,Germany,,2013,urine material,Plecotus auritus,No,1.0,No,No,NA-NA,,0-369,1.0,NA-NA,,Mammalia
13115,KT894916,KT894916.1,"Astrovirus BatAstV M.nat/GER isolate N17 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,302.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N17,Germany,,2012,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-302,1.0,NA-NA,,Mammalia
13116,KT894915,KT894915.1,"Astrovirus BatAstV M.nat/GER isolate N4 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,368.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N4,Germany,,2011,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,2-368,1.0,NA-NA,,Mammalia
13117,KT894914,KT894914.1,"Astrovirus BatAstV M.nat/GER isolate N8 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N8,Germany,,2011,fecal and urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13118,KT894913,KT894913.1,"Astrovirus BatAstV M.nat/GER isolate N11 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,330.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N11,Germany,,2011,urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-330,1.0,NA-NA,,Mammalia
13119,KT894912,KT894912.1,"Astrovirus BatAstV M.nat/GER isolate N15 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,378.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N15,Germany,,2012,fecal and urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
13120,KT894911,KT894911.1,"Astrovirus BatAstV M.nat/GER isolate N3 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N3,Germany,,2014,fecal and urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13121,KT894910,KT894910.1,"Astrovirus BatAstV M.nat/GER isolate N7 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,323.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N7,Germany,,2013,urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,2-323,1.0,NA-NA,,Mammalia
13122,KT894909,KT894909.1,"Astrovirus BatAstV M.nat/GER isolate N10 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,357.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N10,Germany,,2013,urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-357,1.0,NA-NA,,Mammalia
13123,KT894908,KT894908.1,"Astrovirus BatAstV M.nat/GER isolate N5 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N5,Germany,,2013,fecal and urine material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13124,KT894907,KT894907.1,"Astrovirus BatAstV M.nat/GER isolate N18 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,300.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N18,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,1-300,1.0,NA-NA,,Mammalia
13125,KT894906,KT894906.1,"Astrovirus BatAstV M.nat/GER isolate N19 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,387.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N19,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-387,1.0,NA-NA,,Mammalia
13126,KT894905,KT894905.1,"Astrovirus BatAstV M.nat/GER isolate N6 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,368.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N6,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,2-368,1.0,NA-NA,,Mammalia
13127,KT894904,KT894904.1,"Astrovirus BatAstV M.nat/GER isolate N2 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,369.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N2,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-369,1.0,NA-NA,,Mammalia
