Образец	Страна	Год	Хозяин	Длина контига, нт	Профиль	Идентичность, %	Длина выравнивания, амк	Мисматчи, амк	Начало контига	Конец контига	Начало референса	Конец референса	Длина референса, амк	Покрытие контига, %	Покрытие референса, %	E-value	Bit-score	Бласт хит	Инфо	Источник
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1917	Astroviridae|1B	41.6	245	139	732	10	5	249	433	37.7	56.6	1.41e-57	203.0	YP_009330084.1 hypothetical protein 2 [Hubei sobemo-like virus 29]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	472	Astroviridae|1B	59.9	157	63	2	472	22	178	470	99.8	33.4	1.55e-63	204.0	YP_009664783.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD77/2007]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	2774	Astroviridae|1B	41.9	485	272	1166	2602	5	485	505	51.8	95.2	4.63e-114	362.0	YP_009337260.1 hypothetical protein 2 [Shuangao sobemo-like virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1118	Parechovirus|polyprotein_custom	48.4	190	93	1116	547	1511	1695	1701	51.0	10.9	4.58e-55	198.0	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	326	Torchivirus|polyprotein	40.5	79	43	234	4	2207	2283	2865	70.9	2.7	1.05e-10	60.1	YP_009345025.1 hypothetical protein [Wuhan spider virus 3]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	6586	Astroviridae|1A	60.6	749	272	2442	232	1	738	738	33.6	100.0	6.32e-290	862.0	YP_009664782.1 capsid protein precursor [Mamastrovirus 14]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	639	Cosavirus|polyprotein	48.4	215	108	1	639	2394	2607	2858	100.0	7.5	7.31e-56	194.0	NP_049374.1 polyprotein [Sacbrood virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	469	Cosavirus|polyprotein	77.1	140	32	6	425	619	758	2145	89.6	6.5	1.54e-68	227.0	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	423	Parechovirus|polyprotein_custom	91.4	140	12	422	3	1531	1670	3050	99.3	4.6	1.45e-86	278.0	YP_009305421.1 polyprotein [Moku virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	321	Bopivirus|polyprotein	69.8	106	32	319	2	2864	2969	3050	99.1	3.5	4.42e-44	155.0	YP_009305421.1 polyprotein [Moku virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	4488	Aphthovirus|polyprotein	62.1	1385	473	341	4486	1	1336	1870	92.4	71.4	0.00e+00	1528.0	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	976	Limnipivirus|polyprotein	45.1	142	76	427	2	2	141	572	43.6	24.5	1.73e-29	121.0	YP_009448872.1 Bi-functional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein (RibA+RibB+RibH) [Orpheovirus IHUMI-LCC2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	525	Cosavirus|polyprotein	43.4	152	65	438	1	151	287	829	83.4	16.5	3.04e-29	115.0	YP_009333241.1 RNA-dependent RNA polymerase [Beihai narna-like virus 13]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	563	Limnipivirus|polyprotein	55.1	185	83	1	555	77	261	1870	98.6	9.9	7.97e-64	215.0	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	520	Cosavirus|polyprotein	70.9	172	50	3	518	640	811	2268	99.2	7.6	1.91e-83	271.0	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	730	Megrivirus|polyprotein	49.8	241	121	6	728	1071	1311	1794	99.0	13.4	2.58e-70	236.0	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	627	Cosavirus|polyprotein	66.0	209	71	1	627	1669	1877	2268	100.0	9.2	1.58e-89	290.0	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	6780	Cosavirus|polyprotein	47.0	2177	1075	6745	362	7	2153	2153	94.2	99.7	0.00e+00	1953.0	YP_009513239.1 RNA-dependent RNA polymerase [Solenopsis invicta virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	3224	Crohivirus|polyprotein	32.5	1004	576	38	3022	1400	2310	2776	92.6	32.8	1.56e-118	407.0	YP_009140560.1 putative polyprotein [Kilifi Virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	238	Teschovirus|polyprotein	59.5	79	32	237	1	931	1009	1870	99.6	4.2	7.75e-23	93.2	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	504	Bopivirus|polyprotein	40.6	143	85	70	498	2362	2504	3057	85.1	4.7	1.01e-31	122.0	YP_009140562.1 putative polyprotein [La Jolla virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1898	Crohivirus|polyprotein	83.2	632	104	2	1897	850	1479	2143	99.9	29.4	0.00e+00	1093.0	YP_009508298.1 polyprotein [Shanbavirus A]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1688	Astroviridae|1B	50.5	313	153	743	1675	6	318	372	55.3	84.1	2.15e-105	324.0	YP_009330130.1 hypothetical protein [Hubei sobemo-like virus 41]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	547	Aphthovirus|polyprotein	38.7	75	45	318	539	130	204	483	40.6	15.5	5.14e-06	48.9	YP_073558.1 RNA-dependent DNA polymerase [lymphocystis disease virus-China]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	485	Harkavirus|polyprotein	43.8	169	81	1	471	521	687	1165	97.1	14.3	7.52e-39	142.0	YP_009342287.1 hypothetical protein 2 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	706	Caliciviridae|capsid	45.5	101	55	308	6	2063	2163	2776	42.9	3.6	1.04e-23	102.0	YP_009140560.1 putative polyprotein [Kilifi Virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	634	Aphthovirus|polyprotein	34.5	206	129	630	22	54	256	2654	96.1	7.6	7.01e-30	119.0	YP_009336736.1 hypothetical protein [Wenling picorna-like virus 9]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1077	Crohivirus|polyprotein	70.7	372	92	1075	11	81	452	916	98.9	40.6	7.46e-180	525.0	YP_610951.1 capsid protein precursor, partial [Homalodisca coagulata virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	763	Harkavirus|polyprotein	68.1	207	66	2	622	2062	2268	2268	81.4	9.1	1.11e-94	307.0	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1818	Crohivirus|polyprotein	50.7	592	257	1	1719	727	1302	2285	94.6	25.2	3.46e-184	576.0	YP_009407949.1 RNA-dependent RNA polymerase [Myrmica scabrinodis virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	497	Hepatovirus|polyprotein	44.0	168	91	3	497	1638	1805	2145	99.6	7.8	1.93e-39	144.0	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	375	Limnipivirus|polyprotein	31.7	126	59	37	372	390	502	732	89.6	15.4	5.68e-05	44.3	YP_010800289.1 RdRp [Plasmopara viticola lesion associated yadokari virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	391	Aquamavirus|polyprotein	46.2	106	54	2	319	663	765	1794	81.3	5.7	6.52e-23	95.9	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1504	Harkavirus|polyprotein	45.5	512	253	6	1496	1312	1812	2189	99.1	22.9	1.26e-122	398.0	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	2745	Cosavirus|polyprotein	38.1	845	463	2519	15	40	834	859	91.3	92.5	1.50e-146	458.0	YP_009337436.1 RNA-dependent RNA polymerase [Wenzhou narna-like virus 8]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	680	Parechovirus|polyprotein	63.1	222	82	677	12	51	272	343	97.9	64.7	2.66e-104	307.0	YP_009330082.1 hypothetical protein 2 [Hubei sobemo-like virus 49]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	2089	Hepatovirus|polyprotein	51.5	699	285	2088	4	987	1635	2000	99.8	32.5	5.06e-234	708.0	YP_009380528.1 P1 [Aphis glycines virus 3]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	688	Rosavirus|polyprotein	55.0	229	100	683	3	1298	1525	1938	99.0	11.8	3.77e-72	241.0	YP_008888535.1 non-structural polyprotein [Formica exsecta virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	3751	Enterovirus|polyprotein	47.4	1114	543	474	3749	13	1105	2153	87.3	50.8	0.00e+00	989.0	YP_009513239.1 RNA-dependent RNA polymerase [Solenopsis invicta virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	447	Parechovirus|polyprotein_custom	91.9	148	12	2	445	1682	1829	2234	99.3	6.6	2.85e-91	292.0	YP_009336506.1 hypothetical protein 1 [Hubei orthoptera virus 3]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	876	Megrivirus|polyprotein	51.5	291	141	874	2	1021	1311	1794	99.7	16.2	4.41e-92	301.0	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	543	Cosavirus|polyprotein	72.4	181	50	1	543	1688	1868	2153	100.0	8.4	2.01e-83	271.0	YP_009513239.1 RNA-dependent RNA polymerase [Solenopsis invicta virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1120	Crohivirus|polyprotein	46.2	327	161	73	1047	221	534	755	87.1	41.6	2.75e-84	274.0	YP_009329986.1 hypothetical protein 2 [Hubei picorna-like virus 24]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	452	Rosavirus|polyprotein	69.8	149	45	5	451	683	831	2285	98.9	6.5	2.45e-66	221.0	YP_009407949.1 RNA-dependent RNA polymerase [Myrmica scabrinodis virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	9142	Bopivirus|polyprotein	79.4	3019	568	8971	50	8	3016	3016	97.6	99.8	0.00e+00	4906.0	YP_008719809.1 polyprotein [Halyomorpha halys virus]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	348	Aphthovirus|polyprotein	42.0	50	29	210	61	913	962	1499	43.1	3.3	3.83e-06	47.4	YP_009333513.1 hypothetical protein 1 [Beihai picorna-like virus 101]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	352	Aphthovirus|polyprotein	55.2	116	48	344	3	1630	1743	1794	97.2	6.4	1.43e-37	137.0	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	377	Parechovirus|polyprotein_custom	62.5	120	43	20	373	2340	2459	2910	93.9	4.1	1.87e-41	148.0	YP_008888537.1 polyprotein [Formica exsecta virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	3101	Hepatovirus|polyprotein	50.3	1043	506	3096	1	1230	2271	2285	99.8	45.6	0.00e+00	1076.0	YP_009407949.1 RNA-dependent RNA polymerase [Myrmica scabrinodis virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	545	Cosavirus|polyprotein	64.2	173	62	526	8	491	663	1870	95.2	9.3	4.52e-73	241.0	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	483	Enterovirus|polyprotein	73.5	162	41	482	3	1	162	2372	99.4	6.8	1.06e-66	222.0	YP_004782529.1 polyprotein [Bat picornavirus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	334	Picornaviridae|polyprotein	45.9	111	60	2	334	1208	1318	1794	99.7	6.2	1.06e-29	114.0	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	307	Avisivirus|polyprotein	64.9	97	34	298	8	177	273	2786	94.8	3.5	1.26e-38	139.0	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	369	Crohivirus|polyprotein	60.0	115	44	367	23	113	225	755	93.5	15.0	3.97e-37	135.0	YP_009329986.1 hypothetical protein 2 [Hubei picorna-like virus 24]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	3591	Hepatovirus|polyprotein	78.8	665	134	2	1978	1206	1869	1870	55.1	35.5	0.00e+00	1072.0	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	302	Hepatovirus|polyprotein	61.0	100	38	2	301	1940	2038	2145	99.3	4.6	2.41e-34	127.0	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	4656	Hepatovirus|polyprotein	40.6	1427	785	4654	440	759	2145	2145	90.5	64.7	0.00e+00	997.0	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	574	Lagovirus|polyprotein_nonstructural	28.5	137	89	473	63	31	158	306	71.6	41.8	9.51e-10	59.7	YP_003358855.1 hypothetical protein PHIEF11_0065 [Enterococcus phage phiEf11]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	312	Astroviridae|1A	75.7	107	22	2	310	44	150	816	99.0	13.1	4.72e-45	157.0	YP_009664787.1 polyprotein 1AB, partial [Mamastrovirus 18]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	5481	Crohivirus|polyprotein	40.8	1232	673	3564	10	2	1224	2285	64.9	53.5	5.16e-305	943.0	YP_009407949.1 RNA-dependent RNA polymerase [Myrmica scabrinodis virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	349	Tottorivirus|polyprotein	37.1	105	59	341	39	348	449	1188	86.8	8.6	5.41e-09	55.5	YP_009336759.1 RNA-dependent RNA polymerase [Hubei narna-like virus 12]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	425	Megrivirus|polyprotein	44.0	134	73	425	24	618	749	2876	94.6	4.6	1.29e-31	121.0	YP_009337152.1 hypothetical protein [Hubei picorna-like virus 34]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	1848	Megrivirus|polyprotein	32.3	626	294	20	1846	724	1236	1701	98.9	30.2	2.19e-94	321.0	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	2789	Harkavirus|polyprotein	59.4	866	315	2787	214	92	928	930	92.3	90.0	0.00e+00	975.0	YP_009336558.1 hypothetical protein 2 [Hubei orthoptera virus 1]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	3970	Hepatovirus|polyprotein	49.1	1117	500	21	3299	591	1663	1794	82.6	59.8	0.00e+00	1011.0	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	359	Vesivirus|capsid	53.1	98	45	305	12	59	155	326	81.9	29.8	2.12e-26	102.0	YP_010781153.1 cathepsin Llike cysteine protease [Tupanvirus deep ocean]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
SRR28250680	Kenya	2015	Miniopterus sp. clade 1 TD-2020	5141	Hepatovirus|polyprotein	40.7	1510	773	4326	4	69	1524	1794	84.1	81.2	0.00e+00	1073.0	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]	BioProject: PRJNA1083756 | SRA Study: SRP493777 | Experiment: SRX23861059 | source_file: batch_2/best_blast_hits.tsv	batch_2/best_blast_hits.tsv
