Образец	Страна	Год извлечения	Хозяин	Длина контига	Профиль	На что бластанулось	Bitscore	Информация
SRR19115554	Switzerland	2020	Myotis myotis	339	Avihepatovirus	DUF4065 domain-containing protein [Paenibacillus phage C7Cdelta]	89.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1146	Ampivirus	peptidase [Flavobacterium phage 11b]	89.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	734	Lagovirus	RNA-dependent RNA polymerase [Pseudogymnoascus destructans partitivirus-pa]	88.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	240	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	88.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				867	Tremovirus	Reverse Transcriptase, partial [Cladosporium fulvum T-1 virus]	88.2	
SRR19115554	Switzerland	2020	Myotis myotis	305	Norovirus	replication associated protein [Dipodfec virus UA06Rod_108]	88.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	320	Norovirus	replication-associated protein [Dragonfly larvae associated circular virus-3]	87.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	674	Sakobuvirus	hypothetical protein 1 [Sanxia sobemo-like virus 5]	87.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				554	Cosavirus	polyprotein [Burke-Gilman virus]	87.8	
SRR19115554	Switzerland	2020	Myotis myotis	303	Rafivirus	hypothetical protein BI052_gp46 [Pseudomonas phage Andromeda]	87.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				364	Kunsagivirus	orotate phosphoribosyltransferase [Pandoravirus inopinatum]	87.8	
SRR19115554	Switzerland	2020	Myotis myotis	279	Teschovirus	capsid protein [Faeces associated gemycircularvirus 10]	87.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	243	Hepatovirus	hypothetical protein [Hubei myriapoda virus 1]	87.8	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				427	Ampivirus	carbamoyl phosphate synthase small subunit [Halogranum tailed virus 1]	87.4	
SRR14381429	China	2020	Rhinolophus malayanus	373	Parechovirus	hypothetical protein [Hubei picorna-like virus 29]	87.4	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				412	Gallivirus	HNH endonuclease [Pseudomonas phage O4]	87.4	
SRR33769988				389	Lagovirus	putative cyclophilin type peptydyl-prolyl cis-trans isomerase [Aureococcus anophagefferens virus]	87.4	
SRR19115554	Switzerland	2020	Myotis myotis	595	Crohivirus	RdRp [Beihai barnacle virus 13]	87.4	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	302	Crohivirus	polyprotein [Washington bat picornavirus]	87.4	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	980	Senecavirus	ABC transporter [Escherichia phage 1H12]	87.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	620	Torchivirus	minor CP 1 [Chimpanzee faeces associated microphage 2]	87.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	351	Hunnivirus	hypothetical protein [Hubei picorna-like virus 31]	87.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	315	Astroviridae	FtsK/SpoIIIE-like protein [Mycobacterium phage MiaZeal]	87.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				201	Tremovirus	integrase [Mayetiola barley midge adintovirus]	87.0	
SRR19115554	Switzerland	2020	Myotis myotis	218	Hepatovirus	hypothetical protein [Hubei picorna-like virus 26]	87.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	214	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	86.7	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	474	Aalivirus	replication-associated protein [Dragonfly circularisvirus]	86.7	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				511	Lagovirus	hypothetical protein [Wuhan insect virus 12]	86.7	
SRR14860680				513	Teschovirus	ATP-dependent protease [Klebsiella phage K64-1]	86.3	
SRR33769988				16996	Astroviridae	DHH phosphoesterase [Bacillus phage AR9]	86.3	
SRR19115554	Switzerland	2020	Myotis myotis	501	Tottorivirus	replication-association protein [Cyclovirus NG14]	86.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				535	Cosavirus	thymidylate synthase [Erwinia phage vB_EamM_RisingSun]	86.3	
SRR19115554	Switzerland	2020	Myotis myotis	222	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	86.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1536	Crohivirus	hypothetical protein 1 [Hubei picorna-like virus 14]	85.9	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	4174	Crohivirus	hypothetical protein 1 [Hubei picorna-like virus 14]	85.9	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	567	Cardiovirus	hypothetical protein [Hubei myriapoda virus 1]	85.9	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	397	Kunsagivirus	replication-associated protein [Woodlouse hunter spider associated circular virus 1]	85.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2172	Aphthovirus	hypothetical protein 2 [Hubei toti-like virus 13]	85.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	635	Astroviridae	hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]	85.5	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	388	Enterovirus	hypothetical protein 1 [Hubei picorna-like virus 71]	85.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				361	Ampivirus	terminase large subunit [Myxococcus phage Mx8]	85.5	
SRR30793080				423	Norovirus	endolysin [Streptomyces phage Coruscant]	85.1	
SRR33769988				308	Vesivirus	polymerase polyprotein [Metaplexis yellow mottle-associated virus]	85.1	
SRR14381429	China	2020	Rhinolophus malayanus	353	Enterovirus	ORF2 [Nesidiocoris tenuis iflavirus 1]	84.7	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				984	Ampivirus	ORF B [Trichoplusia ni TED virus]	84.7	
SRR19115554	Switzerland	2020	Myotis myotis	213	Sakobuvirus	polyprotein [Helicoverpa armigera iflavirus]	84.7	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				609	Limnipivirus	non-ribosomal peptide synthetase [Tupanvirus soda lake]	84.7	
SRR19115554	Switzerland	2020	Myotis myotis	671	Crohivirus	nucleoid-associated protein [Clostridium phage CDKM15]	84.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	447	Sicinivirus	hypothetical protein BH781_gp44 [Bacillus phage vB_BhaS-171]	84.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				488	Crohivirus	Holliday junction resolvase [Faecalibacterium phage FP_Lagaffe]	84.3	
SRR33769988				503	Sicinivirus	pol polyprotein, partial [Walleye epidermal hyperplasia virus 2]	84.3	
SRR19115554	Switzerland	2020	Myotis myotis	624	Crohivirus	hypothetical protein [Wuhan house centipede virus 3]	84.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	235	Senecavirus	RNA-dependent RNA polymerase [Golden shiner totivirus]	84.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	225	Hepatovirus	hypothetical protein [Hubei picorna-like virus 26]	84.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	298	Aphthovirus	hypothetical protein 1 [Hubei diptera virus 1]	84.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				420	Sapovirus	DarB-like antirestriction [Aeromonas phage PS1]	83.6	
SRR19115554	Switzerland	2020	Myotis myotis	339	Sicinivirus	hypothetical protein 1 [Wuhan arthropod virus 4]	83.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	351	Astroviridae	polyprotein 1AB, partial [Mamastrovirus 18]	83.6	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	325	Parechovirus	endolysin [Acinetobacter phage YMC11/12/R2315]	83.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	204	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	83.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				341	Harkavirus	ORF B [Trichoplusia ni TED virus]	83.6	
SRR30793080				653	Rafivirus	terminase large subunit [Gordonia phage Chidiebere]	83.6	
SRR19115554	Switzerland	2020	Myotis myotis	663	Aalivirus	replication associated protein [Chimpanzee faeces associated circular DNA virus 1]	83.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	205	Hepatovirus	hypothetical protein [Hubei picorna-like virus 26]	83.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	362	Parechovirus	hypothetical protein 1 [Changjiang crawfish virus 6]	83.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	400	Astroviridae	RdRp [Beihai barnacle virus 12]	83.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2852	Cosavirus	major capsid protein VP1 [Parabacteroides phage YZ-2015a]	83.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1424	Norovirus	hypothetical protein BH781_gp44 [Bacillus phage vB_BhaS-171]	82.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	402	Megrivirus	hypothetical protein [Hubei picorna-like virus 26]	82.8	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	357	Caliciviridae	hypothetical protein APZ24_gp034 [Ostreococcus lucimarinus virus 2]	82.8	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	566	Aphthovirus	hypothetical protein 1 [Hubei picorna-like virus 75]	82.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	635	Hepatovirus	hypothetical protein [Hubei picorna-like virus 44]	82.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				852	Lagovirus	hypothetical protein KMD19_gp80 [Paenibacillus phage Scottie]	82.4	
SRR33769988				568	Senecavirus	diguanylate cyclase [Bacillus phage SP-15]	82.4	
SRR19115554	Switzerland	2020	Myotis myotis	1873	Hepatovirus	polyprotein [Nilaparvata lugens honeydew virus-3]	82.4	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	204	Enterovirus	polyprotein [Heliconius erato iflavirus]	82.4	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	552	Crohivirus	RdRp [Beihai barnacle virus 13]	82.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				316	Aquamavirus	DNA polymerase [Streptomyces phage Izzy]	82.0	
SRR19115554	Switzerland	2020	Myotis myotis	220	Crohivirus	hypothetical protein 2 [Hubei toti-like virus 15]	82.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				320	Senecavirus	ATP binding cassette sub family F [Tupanvirus soda lake]	82.0	
SRR19115554	Switzerland	2020	Myotis myotis	1345	Caliciviridae	structural polyprotein [Biomphalaria virus 1]	81.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				420	Kunsagivirus	putative RNA polymerase sigma 28 subunit SigF [Bacillus phage BCU4]	81.6	
SRR30793080				349	Sicinivirus	major head protein [Bacillus phage 000TH010]	81.6	
SRR19115554	Switzerland	2020	Myotis myotis	330	Avihepatovirus	DprA-like DNA processing chain A [Gordonia phage Vasanti]	81.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				327	Kunsagivirus	hypothetical protein KNV73_gp137 [Flavobacterium phage vB_FspM_immuto_2-6A]	81.3	
SRR33769988				446	Sapovirus	RNA polymerase subunit 2 [African swine fever virus]	81.3	
SRR14381429	China	2020	Rhinolophus malayanus	489	Avihepatovirus	hypothetical protein [Hubei picorna-like virus 28]	81.3	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	504	Tremovirus	deoxyuridine 5'-triphosphate nucleotide hydrolase [Pseudomonas phage vB_PaeS_PAJD-1]	80.9	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				539	Avastrovirus	RNA-binding protein [uncultured phage cr18_1]	80.9	
SRR14381429	China	2020	Rhinolophus malayanus	648	Sicinivirus	eukaryotic translation elongation factor 2 [Fadolivirus algeromassiliense]	80.9	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				442	Lagovirus	DnaB-like replicative helicase [Escherichia phage P1]	80.9	
SRR30793080				384	Passerivirus	hypothetical protein HOU79_gp83 [Vibrio phage 1.224.A._10N.261.48.B1]	80.5	
SRR14381429	China	2020	Rhinolophus malayanus	283	Tremovirus	hypothetical protein [Hubei odonate virus 3]	80.5	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	804	Crohivirus	hypothetical protein [Beihai picorna-like virus 99]	80.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	319	Passerivirus	hypothetical protein [Hubei picorna-like virus 28]	80.1	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	687	Aalivirus	NS [Seal parvovirus]	79.7	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				616	Hunnivirus	Reverse transcriptase [Melanoplus sanguinipes entomopoxvirus]	79.7	
SRR33769988				354	Norovirus	ATP-dependent protease [Agrobacterium phage Atu_ph07]	79.7	
SRR19115554	Switzerland	2020	Myotis myotis	269	Cosavirus	non-structural polyprotein [Kashmir bee virus]	79.7	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1013	Astroviridae	hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]	79.7	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				471	Ampivirus	translation initiation factor IF-2 [Bodo saltans virus]	79.7	
SRR19115554	Switzerland	2020	Myotis myotis	339	Ampivirus	terminase large subunit [Xanthomonas phage FoX1]	79.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	735	Ampivirus	hypothetical protein [Hubei picorna-like virus 50]	79.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				262	Harkavirus	ORF B [Trichoplusia ni TED virus]	79.3	
SRR19115554	Switzerland	2020	Myotis myotis	325	Erbovirus	predicted phage lysozyme [Pseudomonas phage phi2]	79.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	919	Gallivirus	baseplate wedge subunit (endogenous virus) [Clostridium phage phiCT9441A]	79.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				349	Crohivirus	structural polyprotein [Anopheles C virus]	79.3	
SRR33769988				399	Poecivirus	tail fibers B [Salmonella phage JNwz02]	79.0	
SRR33769988				492	Sicinivirus	NinI-like serine-threonine phosphatase [Aureococcus anophagefferens virus]	79.0	
SRR19115554	Switzerland	2020	Myotis myotis	464	Harkavirus	replication associated protein [Lake Sarah-associated circular virus-35]	78.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				592	Bopivirus	IbrA [Streptococcus phage CHPC1148]	78.6	
SRR19115554	Switzerland	2020	Myotis myotis	692	Cosavirus	nonstructural polyprotein [Norovirus GIV]	78.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	600	Aphthovirus	polyprotein [Pansavirus 2]	78.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	376	Megrivirus	hypothetical protein phiCP51_0012 [Clostridium phage vB_CpeS-CP51]	78.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	337	Sicinivirus	eukaryotic translation elongation factor 2 [Fadolivirus algeromassiliense]	78.6	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	905	Potamipivirus	portal protein [Clostridium phage phiCTP1]	78.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860657				1057	Livupivirus	clamp loader of DNA polymerase [Bacillus phage SP-15]	78.2	
SRR14381429	China	2020	Rhinolophus malayanus	1606	Astroviridae	hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]	78.2	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				247	Harkavirus	ORF B [Trichoplusia ni TED virus]	78.2	
SRR33769988				556	Crohivirus	putative replicase [Gremmeniella abietina RNA virus MS1]	78.2	
SRR14381429	China	2020	Rhinolophus malayanus	1079	Astroviridae	PDZ serine protease [Pithovirus sibericum]	78.2	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR30793080				302	Sapovirus	DNA methylase [Vibrio phage pYD38-B]	77.8	
SRR30793080				485	Aphthovirus	putative replication protein [Phytophthora parasitica virus]	77.8	
SRR19115554	Switzerland	2020	Myotis myotis	970	Rosavirus	hypothetical protein 2 [Shuangao sobemo-like virus 2]	77.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	326	Ailurivirus	hypothetical protein 2 [Wuhan insect virus 31]	77.4	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860657				1167	Oscivirus	nuclease [Lactococcus phage Q54]	77.4	
SRR19115554	Switzerland	2020	Myotis myotis	820	Caliciviridae	hypothetical protein 2 [Hubei toti-like virus 19]	77.4	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860598				363	Limnipivirus	integrase [Shewanella phage vB_SspM_M16-3]	77.0	
SRR14381429	China	2020	Rhinolophus malayanus	304	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	76.6	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	372	Parechovirus	hypothetical protein [Hubei picorna-like virus 41]	76.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	411	Lagovirus	hypothetical protein B618_gp01 [Nonlabens phage P12024L]	76.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				749	Norovirus	ORF B [Trichoplusia ni TED virus]	75.9	
SRR30793080				321	Cosavirus	hypothetical protein H390_gp25 [Xanthomonas citri phage CP2]	75.9	
SRR30793080				343	Livupivirus	diguanylate cyclase [Bacillus phage SP-15]	75.5	
SRR30793080				404	Aphthovirus	acyl-CoA desaturase [Microbacterium phage Min1]	75.5	
SRR33769988				204	Caliciviridae	unnamed protein product [Bracoviriform congregatae]	75.5	
SRR19115554	Switzerland	2020	Myotis myotis	631	Parechovirus	phosphate transporter [Ostreococcus lucimarinus virus OlV5]	75.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				544	Torchivirus	hypothetical protein CcBV_30.5 [Bracoviriform congregatae]	75.5	
SRR19115554	Switzerland	2020	Myotis myotis	385	Harkavirus	replication-associated protein [Woodlouse hunter spider associated circular virus 1]	75.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860657				361	Potamipivirus	dimethyl sulfoxide reductase DmsA [Escherichia phage RCS47]	75.5	
SRR19115554	Switzerland	2020	Myotis myotis	431	Aalivirus	replication-associated protein [Cybaeus spider associated circular virus 1]	75.5	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				504	Avisivirus	Reverse transcriptase [Melanoplus sanguinipes entomopoxvirus]	75.1	
SRR19115554	Switzerland	2020	Myotis myotis	372	Norovirus	replication associated protein [Dipodfec virus UA06Rod_108]	75.1	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				466	Ampivirus	DNA polymerase [Bacillus phage 0305phi8-36]	75.1	
SRR19115554	Switzerland	2020	Myotis myotis	302	Megrivirus	hypothetical protein 2 [Beihai picorna-like virus 75]	75.1	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1191	Astroviridae	hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]	74.7	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14860598				1192	Lagovirus	phosphomannomutase [Bacillus phage SP-15]	74.7	
SRR14381429	China	2020	Rhinolophus malayanus	286	Sakobuvirus	hypothetical protein [Wuhan coneheads virus 1]	74.7	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	398	Potamipivirus	hypothetical protein 1 [Hubei diptera virus 22]	74.7	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				1060	Cosavirus	Reverse transcriptase [Melanoplus sanguinipes entomopoxvirus]	74.3	
SRR33769988				233	Caliciviridae	unnamed protein product [Bracoviriform congregatae]	74.3	
SRR19115554	Switzerland	2020	Myotis myotis	1315	Hepatovirus	histidine triad nucleotide binding protein [Gordonia phage TillyBobJoe]	74.3	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	563	Crohivirus	hypothetical protein [Wenling picorna-like virus 9]	73.9	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1094	Astroviridae	hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]	73.9	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	539	Bopivirus	hypothetical protein [Hubei picorna-like virus 65]	73.9	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	399	Caliciviridae	DnaB-like replicative helicase [Planktothrix phage PaV-LD]	73.9	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				355	Caliciviridae	unnamed protein product [Bracoviriform congregatae]	73.9	
SRR14381429	China	2020	Rhinolophus malayanus	322	Crohivirus	hypothetical protein [Hubei tick virus 2]	73.9	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR33769988				547	Harkavirus	ORF B [Trichoplusia ni TED virus]	73.9	
SRR30793080				328	Limnipivirus	glutamine amidotransferase [Pseudomonas phage O4]	73.6	
SRR14381429	China	2020	Rhinolophus malayanus	215	Crohivirus	hypothetical protein [Wuhan coneheads virus 1]	73.6	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	593	Crohivirus	phosphatidylethanolamine-binding protein-like protein [Tupanvirus deep ocean]	73.6	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	431	Parechovirus	hypothetical protein [Wenling picorna-like virus 9]	73.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	310	Megrivirus	hypothetical protein [Hubei picorna-like virus 50]	73.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	573	Harkavirus	replication associated protein [Sigmofec virus UA08Rod_19468]	73.6	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	300	Aphthovirus	polyprotein [Biomphalaria virus 3]	73.2	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				573	Kobuvirus	hypothetical protein [Hubei picorna-like virus 53]	73.2	
SRR19115554	Switzerland	2020	Myotis myotis	2581	Bopivirus	hypothetical protein [Hubei picorna-like virus 44]	72.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				485	Harkavirus	ORF B [Trichoplusia ni TED virus]	72.8	
SRR33769988				346	Poecivirus	Manganese ABC transporter, periplasmic-binding protein SitA [Escherichia phage 1H12]	72.8	
SRR19115554	Switzerland	2020	Myotis myotis	680	Livupivirus	hypothetical protein AVV47_gp209 [Bacillus phage JL]	72.8	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				347	Torchivirus	ribonucleotide reductase [Shewanella sp. phage 1/40]	72.8	
