Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OR871132,Picornaviridae sp.,Picornaviridae sp.,,JTGZC22/1558,8992,partial,China: Guizhou,Rhinolophus sp.,"feces, abdominal cavity","Yan,X.M.",2022,2024-03-16,ssRNA(+)
OR871135,Picornaviridae sp.,Picornaviridae sp.,,PPYXC16/6,6000,partial,China: Xinjiang,Pipistrellus pipistrellus,"feces, abdominal cavity","Yan,X.M.",2016,2024-03-16,ssRNA(+)
OR871136,Picornaviridae sp.,Picornaviridae sp.,,RPGX/22403,12217,partial,China: Guangxi,Rhinolophus pearsonii,"feces, abdominal cavity","Yan,X.M.",2017,2024-03-16,ssRNA(+)
OR871137,Picornaviridae sp.,Picornaviridae sp.,,RPGXC15-17/13,10038,partial,China: Guangxi,Rhinolophus pearsonii,"feces, abdominal cavity","Yan,X.M.",2017,2024-03-16,ssRNA(+)
OR871138,Picornaviridae sp.,Picornaviridae sp.,,RPGXC15-17/20,9408,partial,China: Guangxi,Rhinolophus pearsonii,"feces, abdominal cavity","Yan,X.M.",2017,2024-03-16,ssRNA(+)
OR871139,Picornaviridae sp.,Picornaviridae sp.,,RPGXC15-17/23,8736,partial,China: Guangxi,Rhinolophus pearsonii,"feces, abdominal cavity","Yan,X.M.",2017,2024-03-16,ssRNA(+)
OP880198,Myotis brandtii picorna-like virus 1,Myotis brandtii picorna-like virus 1,,Sun-2020,11121,partial,Sweden: Sundsveden,Myotis brandtii,"saliva, oronasopharynx","Cholleti,H., de Jong,J., Blomstrom,A.-L., Berg,M.",2020-07-08,2023-06-30,ssRNA(+)
OQ818329,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis sapelovirus 1,,MIZ243,7714,partial,Madagascar,Rousettus madagascariensis,feces,"Kettenburg,G., Kistler,A., Ranaivoson,H.C., Ahyong,V., Derisi,J.L., Tato,C.M., Brook,C.E.",2018-09-12,2023-06-19,ssRNA(+)
OQ363757,Bat picornavirus 6,Bat picornavirus 6,,GD/L12.18/2020,10765,partial,China,Miniopterus pusillus,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2020-11,2023-04-11,ssRNA(+)
OQ363774,Bat picornavirus 3,Bat picornavirus 3,,SC/L75.18/2021,7853,partial,China,Rhinolophus sp.,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2021-12,2023-04-11,ssRNA(+)
OQ363784,Bat picornavirus 4,Bat picornavirus 4,,GD/L71.18a/2021,6920,partial,China,Rhinolophus sp.,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2021-11,2023-04-11,ssRNA(+)
OQ363785,Bat picornavirus 4,Bat picornavirus 4,,GD/L45.18/2021,6920,partial,China,Rhinolophus pusillus,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2021-08,2023-04-11,ssRNA(+)
OQ363789,Myotis bat Parechovirus,Myotis bat Parechovirus,,GX/L142.18/2022,4431,partial,China,Myotis davidii,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2022-08,2023-04-11,ssRNA(+)
OQ363791,Rhinolophus bat shanbavirus,Rhinolophus bat shanbavirus,,GZ/L164.18/2022,3122,partial,China,Rhinolophus affinis,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2022-08,2023-04-11,ssRNA(+)
OQ363803,Bat picornavirus 10,Bat picornavirus 10,,GZ/L172.18/2022,3482,partial,China,Myotis chinensis,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2022-08,2023-04-11,ssRNA(+)
OQ363805,Bat picornavirus 11,Bat picornavirus 11,,GZ/L173.18/2022,3796,partial,China,Myotis ricketti,,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.",2022-08,2023-04-11,ssRNA(+)
ON375332,Bat picornavirus,Shanbavirus aminfuli,,BtPp-PicoV/F-HS1/SWE/2020,7033,partial,Sweden: Uppsala,Pipistrellus pygmaeus,feces,"Cholleti,H., de Jong,J., Blomstrom,A.L., Berg,M., Blomstrom,A.-L.",2020-06-11,2023-03-22,ssRNA(+)
ON375333,Bat picornavirus,Shanbavirus aminfuli,,BtPp-PicoV/F-HS2/SWE/2020,5752,partial,Sweden: Uppsala,Pipistrellus pygmaeus,feces,"Cholleti,H., de Jong,J., Blomstrom,A.L., Berg,M., Blomstrom,A.-L.",2020-06-11,2023-03-22,ssRNA(+)
ON584157,Eptesicus fuscus parechovirus,Eptesicus fuscus parechovirus,,15593,7109,partial,USA: South Dakota,Eptesicus fuscus,,"Temeeyasen,G., Hause,B.",2021-07-23,2023-02-28,ssRNA(+)
MZ544295,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x24-56,4053,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544296,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x38-55,4023,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544297,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x40-76,4671,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544298,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x78-129,3225,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544299,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x78-130,3225,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544300,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x87-78,3786,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544301,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16845x31-17,6777,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-17,2023-02-01,ssRNA(+)
MZ544302,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16845x63-120,3911,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544303,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16845x69-64,3228,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-16,2023-02-01,ssRNA(+)
MZ544304,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16845x70-18,5952,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-17,2023-02-01,ssRNA(+)
MZ544305,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x11-28,6507,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-11-11,2023-02-01,ssRNA(+)
MZ544306,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x13-28,6623,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-11-13,2023-02-01,ssRNA(+)
MZ544307,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,20745x5-108,5125,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2015-02-06,2023-02-01,ssRNA(+)
MZ544308,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,20745x25-316,3272,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2015-02-13,2023-02-01,ssRNA(+)
MZ544311,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x13-42,3944,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-10,2023-02-01,ssRNA(+)
MZ544312,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x23-48,5662,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544313,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x23-69,4025,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544315,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x24-62,3772,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544317,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x30-77,4807,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544318,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x30-167,3133,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544319,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x39-83,3688,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544320,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x39-92,3499,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544321,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x40-52,6229,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544322,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x40-55,6058,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544323,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x40-63,5287,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544324,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x46-81,4296,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544325,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x47-83,3688,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544326,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x47-92,3402,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544327,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x48-64,3734,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544328,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x55-49,7148,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544330,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x63-83,3652,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544331,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x70-52,5749,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544332,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x71-53,6166,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544333,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x71-138,3687,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544334,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x78-128,3228,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544335,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x78-135,3169,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544336,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x86-61,4546,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544337,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x86-129,3097,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-11,2023-02-01,ssRNA(+)
MZ544338,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x87-66,4248,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544339,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x87-110,3091,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544341,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x95-53,5317,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544342,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x95-54,5266,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-06-17,2023-02-01,ssRNA(+)
MZ544343,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x8-72,4720,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544344,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x24-69,4982,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544345,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x32-41,5491,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544346,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x32-90,3531,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544347,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x40-27,6233,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544348,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x40-47,4771,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544349,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x55-96,4003,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544351,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x56-21,6628,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544352,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x56-22,6628,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544353,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x63-107,4152,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544354,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x64-33,7188,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544355,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x64-101,3974,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-18,2023-02-01,ssRNA(+)
MZ544356,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x85-72,4084,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-16,2023-02-01,ssRNA(+)
MZ544357,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x85-73,4078,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-16,2023-02-01,ssRNA(+)
MZ544358,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x85-100,3631,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-09-16,2023-02-01,ssRNA(+)
MZ544359,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,17819x30-142,4173,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2014-11-13,2023-02-01,ssRNA(+)
MZ544361,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,20745x10-59,5246,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2015-02-06,2023-02-01,ssRNA(+)
MZ544362,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,20745x13-25,6568,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2015-02-13,2023-02-01,ssRNA(+)
MZ544363,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,20745x13-43,4705,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2015-02-13,2023-02-01,ssRNA(+)
MZ544364,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,20745x21-24,5303,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Ashworth,J., Nguyen,D., Li,K., Smith,D.B., Woolhouse,M., Ashworth,J.L.",2015-02-13,2023-02-01,ssRNA(+)
