Query,Name,Contig,Frame,Score,From,To,Alignment_length,HMM_length,Coverage,Threshold,Score_ratio,Length_contig
Kobuvirus_polyprotein,k141_4353|frame=1,k141_4353,1,11.59093189239502,2114,2264,151,2410,0.06265560165975104,15,0.7727287928263347,574
Kobuvirus_2A_2B_2C,k141_846|frame=-1,k141_846,-1,11.475738525390625,37,137,101,635,0.15905511811023623,15,0.7650492350260417,2153
Kobuvirus_VP0-VP3-VP1,k141_10326|frame=-2,k141_10326,-2,11.472026824951172,337,433,97,845,0.11479289940828402,15,0.7648017883300782,319
Astroviridae_1A,k141_21238|frame=-1,k141_21238,-1,11.38936996459961,444,497,54,858,0.06293706293706294,15,0.7592913309733073,498
Kobuvirus_polyprotein,k141_26249|frame=-2,k141_26249,-2,11.33752155303955,2226,2255,30,2410,0.012448132780082987,15,0.7558347702026367,309
Kobuvirus_polyprotein,k141_29442|frame=-2,k141_29442,-2,11.273433685302734,1174,1273,100,2410,0.04149377593360996,15,0.7515622456868489,930
Astroviridae_1B_pcr_primer_region_RDRP,k141_2468|frame=1,k141_2468,1,11.260795593261719,54,112,59,128,0.4609375,15,0.7507197062174479,759
Kobuvirus_polyprotein,k141_7335|frame=-3,k141_7335,-3,11.255793571472168,1458,1508,51,2410,0.02116182572614108,15,0.7503862380981445,351
Kobuvirus_2A_2B_2C,k141_32206|frame=-1,k141_32206,-1,11.24159049987793,37,135,99,635,0.15590551181102363,15,0.7494393666585286,1683
Astroviridae_1B_pcr_primer_region_RDRP,k141_16661|frame=-2,k141_16661,-2,11.228182792663574,49,112,64,128,0.5,15,0.748545519510905,6888
Astroviridae_1B,k141_30338|frame=2,k141_30338,2,11.223670959472656,316,386,71,516,0.1375968992248062,15,0.7482447306315104,1862
Astroviridae_2,k141_21581|frame=-3,k141_21581,-3,11.153680801391602,2,54,53,866,0.061200923787528866,15,0.7435787200927735,1485
Astroviridae_1A,k141_6899|frame=2,k141_6899,2,11.146183013916016,116,162,47,858,0.054778554778554776,15,0.743078867594401,307
Kobuvirus_polyprotein,k141_31821|frame=1,k141_31821,1,11.133251190185547,348,503,156,2410,0.06473029045643154,15,0.7422167460123698,3428
Parechovirus_VP0_VP3_VP1,k141_28217|frame=-3,k141_28217,-3,11.102810859680176,117,173,57,808,0.07054455445544554,12,0.9252342383066813,2163
Astroviridae_1A,k141_36122|frame=3,k141_36122,3,11.081207275390625,446,497,52,858,0.06060606060606061,15,0.7387471516927083,338
Kobuvirus_polyprotein,k141_10387|frame=-2,k141_10387,-2,11.026742935180664,359,501,143,2410,0.05933609958506224,15,0.7351161956787109,2539
Astroviridae_1A,k141_22701|frame=-3,k141_22701,-3,11.005317687988281,165,227,63,858,0.07342657342657342,15,0.7336878458658854,486
Kobuvirus_VP0-VP3-VP1,k141_26059|frame=-1,k141_26059,-1,10.974886894226074,67,209,143,845,0.16923076923076924,15,0.7316591262817382,7935
Kobuvirus_polyprotein,k141_27034|frame=1,k141_27034,1,10.964665412902832,359,501,143,2410,0.05933609958506224,15,0.7309776941935221,2616
Kobuvirus_VP0-VP3-VP1,k141_14608|frame=3,k141_14608,3,10.962594032287598,91,189,99,845,0.11715976331360947,15,0.7308396021525065,406
Astroviridae_1B_pcr_primer_region_RDRP,k141_26249|frame=-2,k141_26249,-2,10.942794799804688,48,79,32,128,0.25,15,0.7295196533203125,309
Astroviridae_1B,k141_13104|frame=-1,k141_13104,-1,10.9181489944458,316,419,104,516,0.20155038759689922,15,0.7278765996297201,4021
Parechovirus_VP0_VP3_VP1,k141_17033|frame=3,k141_17033,3,10.90461254119873,104,241,138,808,0.1707920792079208,12,0.9087177117665609,2613
Astroviridae_1B_pcr_primer_region_RDRP,k141_33538|frame=3,k141_33538,3,10.864642143249512,48,110,63,128,0.4921875,15,0.7243094762166341,3773
Kobuvirus_VP0-VP3-VP1,k141_2621|frame=3,k141_2621,3,10.849190711975098,67,209,143,845,0.16923076923076924,15,0.7232793807983399,8540
Kobuvirus_3A_3B_3C_3D,k141_18910|frame=-3,k141_18910,-3,10.831949234008789,430,509,80,627,0.12759170653907495,15,0.7221299489339192,970
Astroviridae_1B_pcr_primer_region_RDRP,k141_15422|frame=2,k141_15422,2,10.810944557189941,60,83,24,128,0.1875,15,0.7207296371459961,706
Kobuvirus_VP0-VP3-VP1,k141_17095|frame=-1,k141_17095,-1,10.744174003601074,145,185,41,845,0.0485207100591716,15,0.7162782669067382,434
Astroviridae_1B_pcr_primer_region_RDRP,k141_5211|frame=2,k141_5211,2,10.741491317749023,49,110,62,128,0.484375,15,0.7160994211832682,5098
Kobuvirus_polyprotein,k141_34467|frame=1,k141_34467,1,10.727835655212402,358,501,144,2410,0.05975103734439834,15,0.7151890436808268,4024
Astroviridae_1B_pcr_primer_region_RDRP,k141_17975|frame=-2,k141_17975,-2,10.720565795898438,38,112,75,128,0.5859375,15,0.7147043863932292,7045
Kobuvirus_VP0-VP3-VP1,k141_18829|frame=3,k141_18829,3,10.703043937683105,67,209,143,845,0.16923076923076924,15,0.713536262512207,9310
Kobuvirus_2A_2B_2C,k141_5264|frame=2,k141_5264,2,10.675551414489746,267,301,35,635,0.05511811023622047,15,0.7117034276326497,824
Parechovirus_polyprotein,k141_28217|frame=-3,k141_28217,-3,10.674293518066406,93,204,112,2205,0.050793650793650794,12,0.8895244598388672,2163
Astroviridae_1B_pcr_primer_region_RDRP,k141_10396|frame=1,k141_10396,1,10.663692474365234,48,116,69,128,0.5390625,15,0.7109128316243489,5580
Astroviridae_2,k141_18644|frame=-1,k141_18644,-1,10.62884521484375,2,61,60,866,0.06928406466512702,15,0.7085896809895833,4882
Parechovirus_3A_3B_3C_3D,k141_23023|frame=-2,k141_23023,-2,10.620719909667969,230,287,58,567,0.10229276895943562,12,0.8850599924723307,488
Astroviridae_1B_pcr_primer_region_RDRP,k141_4353|frame=1,k141_4353,1,10.59507942199707,52,97,46,128,0.359375,15,0.706338628133138,574
Kobuvirus_VP0-VP3-VP1,k141_3888|frame=-2,k141_3888,-2,10.587641716003418,67,209,143,845,0.16923076923076924,15,0.7058427810668946,9971
Astroviridae_1A,k141_13408|frame=2,k141_13408,2,10.578587532043457,551,573,23,858,0.026806526806526808,15,0.7052391688028972,880
Kobuvirus_VP0-VP3-VP1,k141_8730|frame=2,k141_8730,2,10.574189186096191,67,209,143,845,0.16923076923076924,15,0.7049459457397461,10053
Kobuvirus_polyprotein,k141_28613|frame=-1,k141_28613,-1,10.563740730285645,359,501,143,2410,0.05933609958506224,15,0.704249382019043,3182
Kobuvirus_polyprotein,k141_28117|frame=1,k141_28117,1,10.546757698059082,467,516,50,2410,0.02074688796680498,15,0.7031171798706055,662
Kobuvirus_VP0-VP3-VP1,k141_20335|frame=2,k141_20335,2,10.484583854675293,301,337,37,845,0.04378698224852071,15,0.6989722569783529,1706
Kobuvirus_2A_2B_2C,k141_6153|frame=2,k141_6153,2,10.462397575378418,275,298,24,635,0.03779527559055118,15,0.6974931716918945,365
Parechovirus_polyprotein,k141_12097|frame=-1,k141_12097,-1,10.384076118469238,1743,1786,44,2205,0.019954648526077097,12,0.8653396765391032,619
Parechovirus_2A_2B_2C,k141_7335|frame=-3,k141_7335,-3,10.326321601867676,188,270,83,594,0.13973063973063973,12,0.8605268001556396,351
Kobuvirus_polyprotein,k141_14722|frame=3,k141_14722,3,10.287396430969238,352,501,150,2410,0.06224066390041494,15,0.6858264287312825,9860
Astroviridae_1A,k141_30510|frame=-2,k141_30510,-2,10.231535911560059,447,557,111,858,0.12937062937062938,15,0.6821023941040039,2531
Kobuvirus_polyprotein,k141_483|frame=-1,k141_483,-1,10.153898239135742,359,501,143,2410,0.05933609958506224,15,0.6769265492757162,3828
Kobuvirus_polyprotein,k141_23792|frame=-2,k141_23792,-2,10.135986328125,358,501,144,2410,0.05975103734439834,15,0.675732421875,8431
Kobuvirus_polyprotein,k141_14601|frame=-2,k141_14601,-2,10.076072692871094,359,501,143,2410,0.05933609958506224,15,0.6717381795247396,8438
Astroviridae_1A,k141_13245|frame=3,k141_13245,3,10.060151100158691,293,335,43,858,0.05011655011655012,15,0.6706767400105794,337
Kobuvirus_polyprotein,k141_29796|frame=1,k141_29796,1,10.006064414978027,359,501,143,2410,0.05933609958506224,15,0.6670709609985351,8889
Kobuvirus_3A_3B_3C_3D,k141_28624|frame=3,k141_28624,3,9.986603736877441,231,278,48,627,0.07655502392344497,15,0.665773582458496,326
Kobuvirus_polyprotein,k141_9498|frame=2,k141_9498,2,9.97638988494873,358,501,144,2410,0.05975103734439834,15,0.665092658996582,9261
Astroviridae_1B_pcr_primer_region_RDRP,k141_29796|frame=1,k141_29796,1,9.964035987854004,48,116,69,128,0.5390625,15,0.6642690658569336,8889
Kobuvirus_polyprotein,k141_3674|frame=1,k141_3674,1,9.961822509765625,384,453,70,2410,0.029045643153526972,15,0.6641215006510417,321
Astroviridae_1A,k141_2135|frame=-3,k141_2135,-3,9.936063766479492,446,528,83,858,0.09673659673659674,15,0.6624042510986328,2086
Kobuvirus_3A_3B_3C_3D,k141_36460|frame=-1,k141_36460,-1,9.926158905029297,262,497,236,627,0.3763955342902711,15,0.6617439270019532,2652
Kobuvirus_polyprotein,k141_17285|frame=1,k141_17285,1,9.882285118103027,359,501,143,2410,0.05933609958506224,15,0.6588190078735352,9792
Kobuvirus_2A_2B_2C,k141_35403|frame=-1,k141_35403,-1,9.869942665100098,37,137,101,635,0.15905511811023623,15,0.6579961776733398,5003
Kobuvirus_polyprotein,k141_1801|frame=3,k141_1801,3,9.84769344329834,359,501,143,2410,0.05933609958506224,15,0.6565128962198893,4507
Parechovirus_3A_3B_3C_3D,k141_7331|frame=1,k141_7331,1,9.838197708129883,390,462,73,567,0.12874779541446207,12,0.8198498090108236,799
Kobuvirus_2A_2B_2C,k141_10166|frame=1,k141_10166,1,9.790078163146973,37,136,100,635,0.15748031496062992,15,0.6526718775431315,4987
Kobuvirus_polyprotein,k141_32403|frame=-3,k141_32403,-3,9.679725646972656,359,501,143,2410,0.05933609958506224,15,0.6453150431315104,4993
Parechovirus_polyprotein,k141_30029|frame=3,k141_30029,3,9.669506072998047,36,163,128,2205,0.058049886621315196,12,0.8057921727498373,1439
Kobuvirus_polyprotein,k141_10166|frame=1,k141_10166,1,9.625638961791992,359,501,143,2410,0.05933609958506224,15,0.6417092641194662,4987
Kobuvirus_2A_2B_2C,k141_17794|frame=-2,k141_17794,-2,9.615825653076172,37,136,100,635,0.15748031496062992,15,0.6410550435384115,4840
Kobuvirus_VP0-VP3-VP1,k141_8476|frame=-3,k141_8476,-3,9.56885051727295,301,334,34,845,0.040236686390532544,15,0.6379233678181966,1966
Kobuvirus_2A_2B_2C,k141_33005|frame=-2,k141_33005,-2,9.565072059631348,37,136,100,635,0.15748031496062992,15,0.6376714706420898,4984
Astroviridae_1A,k141_25851|frame=1,k141_25851,1,9.541206359863281,454,496,43,858,0.05011655011655012,15,0.6360804239908854,926
Astroviridae_1A,k141_28335|frame=-1,k141_28335,-1,9.540796279907227,550,579,30,858,0.03496503496503497,15,0.6360530853271484,371
Kobuvirus_VP0-VP3-VP1,k141_10671|frame=2,k141_10671,2,9.529723167419434,162,223,62,845,0.07337278106508875,15,0.6353148778279623,316
Kobuvirus_2A_2B_2C,k141_8554|frame=2,k141_8554,2,9.523969650268555,37,134,98,635,0.15433070866141732,15,0.6349313100179036,2780
Kobuvirus_2A_2B_2C,k141_24319|frame=-1,k141_24319,-1,9.523172378540039,275,303,29,635,0.04566929133858268,15,0.6348781585693359,482
Parechovirus_polyprotein,k141_7535|frame=-2,k141_7535,-2,9.371623992919922,1738,1787,50,2205,0.022675736961451247,12,0.7809686660766602,1388
Kobuvirus_2A_2B_2C,k141_18829|frame=3,k141_18829,3,9.33983325958252,37,137,101,635,0.15905511811023623,15,0.6226555506388346,9310
Kobuvirus_2A_2B_2C,k141_5264|frame=2,k141_5264,2,9.292023658752441,322,495,174,635,0.2740157480314961,15,0.6194682439168294,824
Kobuvirus_2A_2B_2C,k141_1801|frame=3,k141_1801,3,9.264676094055176,37,135,99,635,0.15590551181102363,15,0.6176450729370118,4507
Kobuvirus_2A_2B_2C,k141_2621|frame=3,k141_2621,3,9.240077018737793,37,137,101,635,0.15905511811023623,15,0.6160051345825195,8540
Kobuvirus_polyprotein,k141_5792|frame=3,k141_5792,3,9.236660957336426,2226,2289,64,2410,0.026556016597510373,15,0.6157773971557617,1482
Parechovirus_polyprotein,k141_20335|frame=2,k141_20335,2,9.225682258605957,374,415,42,2205,0.01904761904761905,12,0.7688068548838297,1706
Parechovirus_VP0_VP3_VP1,k141_4911|frame=-2,k141_4911,-2,9.21509838104248,127,171,45,808,0.055693069306930694,12,0.7679248650868734,402
Kobuvirus_2A_2B_2C,k141_32403|frame=-3,k141_32403,-3,9.164992332458496,37,135,99,635,0.15590551181102363,15,0.6109994888305664,4993
Kobuvirus_polyprotein,k141_1337|frame=3,k141_1337,3,9.163043975830078,2175,2249,75,2410,0.03112033195020747,15,0.6108695983886718,368
Kobuvirus_polyprotein,k141_24511|frame=-2,k141_24511,-2,9.129032135009766,1870,1898,29,2410,0.012033195020746889,15,0.6086021423339844,383
Kobuvirus_2A_2B_2C,k141_12784|frame=-1,k141_12784,-1,8.981191635131836,7,63,57,635,0.08976377952755905,15,0.5987461090087891,649
Kobuvirus_2A_2B_2C,k141_8730|frame=2,k141_8730,2,8.98004150390625,37,137,101,635,0.15905511811023623,15,0.59866943359375,10053
Astroviridae_1A,k141_23516|frame=-2,k141_23516,-2,8.829992294311523,426,497,72,858,0.08391608391608392,15,0.5886661529541015,1419
Kobuvirus_polyprotein,k141_26059|frame=-1,k141_26059,-1,8.809648513793945,359,501,143,2410,0.05933609958506224,15,0.5873099009195963,7935
Kobuvirus_polyprotein,k141_2621|frame=3,k141_2621,3,8.67923641204834,359,501,143,2410,0.05933609958506224,15,0.5786157608032226,8540
Kobuvirus_2A_2B_2C,k141_30475|frame=-2,k141_30475,-2,8.599575996398926,18,73,56,635,0.08818897637795275,15,0.5733050664265951,472
Parechovirus_polyprotein,k141_8476|frame=-3,k141_8476,-3,8.541891098022461,374,415,42,2205,0.01904761904761905,12,0.7118242581685384,1966
Kobuvirus_polyprotein,k141_34272|frame=-1,k141_34272,-1,8.497536659240723,1887,1937,51,2410,0.02116182572614108,15,0.5665024439493815,422
Astroviridae_1A,k141_34885|frame=-3,k141_34885,-3,8.424007415771484,551,568,18,858,0.02097902097902098,15,0.5616004943847657,761
Kobuvirus_2A_2B_2C,k141_14389|frame=-2,k141_14389,-2,8.379131317138672,38,138,101,635,0.15905511811023623,15,0.5586087544759114,4785
Parechovirus_polyprotein,k141_8763|frame=1,k141_8763,1,8.341304779052734,1882,1926,45,2205,0.02040816326530612,12,0.6951087315877279,320
Kobuvirus_2A_2B_2C,k141_34296|frame=-1,k141_34296,-1,8.303224563598633,38,138,101,635,0.15905511811023623,15,0.5535483042399089,5012
Astroviridae_1A,k141_6562|frame=-1,k141_6562,-1,8.258416175842285,126,164,39,858,0.045454545454545456,15,0.5505610783894856,708
Kobuvirus_polyprotein,k141_25595|frame=2,k141_25595,2,8.20725154876709,1390,1440,51,2410,0.02116182572614108,15,0.5471501032511393,567
Kobuvirus_polyprotein,k141_33545|frame=-2,k141_33545,-2,8.194757461547852,1119,1207,89,2410,0.036929460580912864,15,0.5463171641031901,479
Kobuvirus_2A_2B_2C,k141_10396|frame=1,k141_10396,1,8.115960121154785,38,138,101,635,0.15905511811023623,15,0.5410640080769856,5580
Kobuvirus_polyprotein,k141_5264|frame=2,k141_5264,2,8.052383422851562,1456,1633,178,2410,0.07385892116182573,15,0.5368255615234375,824
Kobuvirus_2A_2B_2C,k141_4965|frame=-3,k141_4965,-3,7.921424388885498,38,134,97,635,0.15275590551181104,15,0.5280949592590332,4414
Astroviridae_2,k141_30451|frame=1,k141_30451,1,7.899999141693115,733,802,70,866,0.08083140877598152,15,0.5266666094462077,2194
Astroviridae_1A,k141_18865|frame=3,k141_18865,3,7.849441051483154,126,165,40,858,0.046620046620046623,15,0.5232960700988769,614
Kobuvirus_2A_2B_2C,k141_24306|frame=-1,k141_24306,-1,7.84888219833374,38,138,101,635,0.15905511811023623,15,0.5232588132222493,6530
Kobuvirus_2A_2B_2C,k141_25930|frame=1,k141_25930,1,7.834075450897217,38,138,101,635,0.15905511811023623,15,0.5222716967264811,6623
Kobuvirus_polyprotein,k141_10225|frame=3,k141_10225,3,7.751998424530029,1174,1271,98,2410,0.04066390041493776,15,0.5167998949686686,635
Astroviridae_2,k141_25661|frame=3,k141_25661,3,7.694555282592773,733,814,82,866,0.09468822170900693,15,0.5129703521728516,1784
Kobuvirus_2A_2B_2C,k141_32976|frame=-1,k141_32976,-1,7.671343803405762,38,138,101,635,0.15905511811023623,15,0.5114229202270508,7301
Kobuvirus_polyprotein,k141_20335|frame=2,k141_20335,2,7.660650253295898,593,629,37,2410,0.015352697095435684,15,0.5107100168863933,1706
Kobuvirus_polyprotein,k141_8248|frame=-2,k141_8248,-2,7.435088157653809,2175,2324,150,2410,0.06224066390041494,15,0.4956725438435872,1665
Astroviridae_1A,k141_12025|frame=2,k141_12025,2,7.3486857414245605,122,167,46,858,0.053613053613053616,15,0.48991238276163734,806
Kobuvirus_2A_2B_2C,k141_23792|frame=-2,k141_23792,-2,7.339157581329346,38,138,101,635,0.15905511811023623,15,0.48927717208862304,8431
Kobuvirus_2A_2B_2C,k141_14601|frame=-2,k141_14601,-2,7.338062763214111,38,138,101,635,0.15905511811023623,15,0.4892041842142741,8438
Astroviridae_1B,k141_7561|frame=-1,k141_7561,-1,7.198992729187012,233,278,46,516,0.08914728682170543,15,0.47993284861246743,662
Kobuvirus_2A_2B_2C,k141_29796|frame=1,k141_29796,1,7.19449520111084,38,139,102,635,0.16062992125984252,15,0.47963301340738934,8889
Kobuvirus_2A_2B_2C,k141_9498|frame=2,k141_9498,2,7.069217681884766,38,139,102,635,0.16062992125984252,15,0.47128117879231773,9261
Kobuvirus_2A_2B_2C,k141_17285|frame=1,k141_17285,1,6.99845552444458,38,139,102,635,0.16062992125984252,15,0.46656370162963867,9792
Astroviridae_1A,k141_4840|frame=-3,k141_4840,-3,6.959704399108887,251,314,64,858,0.07459207459207459,15,0.46398029327392576,861
Astroviridae_1A,k141_15850|frame=1,k141_15850,1,6.940160274505615,551,573,23,858,0.026806526806526808,15,0.46267735163370766,744
Kobuvirus_VP0-VP3-VP1,k141_30029|frame=3,k141_30029,3,6.8622846603393555,8,31,24,845,0.028402366863905324,15,0.4574856440226237,1439
Parechovirus_polyprotein,k141_7331|frame=1,k141_7331,1,6.835846900939941,2025,2100,76,2205,0.034467120181405894,12,0.5696539084116617,799
Kobuvirus_polyprotein,k141_5264|frame=2,k141_5264,2,6.792248249053955,1404,1438,35,2410,0.014522821576763486,15,0.4528165499369303,824
Kobuvirus_polyprotein,k141_8476|frame=-3,k141_8476,-3,6.732708930969238,593,627,35,2410,0.014522821576763486,15,0.4488472620646159,1966
Kobuvirus_polyprotein,k141_1801|frame=3,k141_1801,3,6.60699987411499,1174,1273,100,2410,0.04149377593360996,15,0.4404666582743327,4507
Kobuvirus_polyprotein,k141_10166|frame=1,k141_10166,1,6.5711188316345215,1174,1274,101,2410,0.041908713692946055,15,0.43807458877563477,4987
Parechovirus_3A_3B_3C_3D,k141_20466|frame=-2,k141_20466,-2,6.567344665527344,384,445,62,567,0.10934744268077601,12,0.5472787221272787,1108
Astroviridae_1A,k141_10935|frame=1,k141_10935,1,6.223325729370117,278,327,50,858,0.05827505827505827,15,0.4148883819580078,758
Kobuvirus_polyprotein,k141_8554|frame=2,k141_8554,2,6.21950626373291,1174,1271,98,2410,0.04066390041493776,15,0.41463375091552734,2780
Astroviridae_2,k141_15875|frame=3,k141_15875,3,6.202325344085693,61,174,114,866,0.13163972286374134,15,0.41348835627237956,597
Kobuvirus_polyprotein,k141_32403|frame=-3,k141_32403,-3,6.161678314208984,1174,1273,100,2410,0.04149377593360996,15,0.41077855428059895,4993
Astroviridae_1A,k141_3110|frame=3,k141_3110,3,5.950839042663574,298,392,95,858,0.11072261072261072,15,0.39672260284423827,427
Kobuvirus_2A_2B_2C,k141_1045|frame=1,k141_1045,1,5.869347095489502,117,142,26,635,0.04094488188976378,15,0.3912898063659668,869
Kobuvirus_polyprotein,k141_13919|frame=-1,k141_13919,-1,5.836978912353516,1091,1212,122,2410,0.05062240663900415,15,0.3891319274902344,475
Kobuvirus_2A_2B_2C,k141_24306|frame=-1,k141_24306,-1,5.7812089920043945,258,309,52,635,0.08188976377952756,15,0.38541393280029296,6530
Kobuvirus_2A_2B_2C,k141_2519|frame=-3,k141_2519,-3,5.514965057373047,117,142,26,635,0.04094488188976378,15,0.3676643371582031,734
Kobuvirus_2A_2B_2C,k141_16661|frame=-2,k141_16661,-2,5.419863224029541,555,606,52,635,0.08188976377952756,15,0.36132421493530276,6888
Astroviridae_2,k141_7697|frame=3,k141_7697,3,5.396169185638428,107,181,75,866,0.08660508083140878,15,0.35974461237589517,563
Kobuvirus_VP0-VP3-VP1,k141_28117|frame=1,k141_28117,1,5.048020839691162,264,292,29,845,0.03431952662721893,15,0.3365347226460775,662
Astroviridae_1A,k141_21661|frame=-1,k141_21661,-1,5.041439533233643,766,841,76,858,0.08857808857808858,15,0.33609596888224286,310
Kobuvirus_polyprotein,k141_27917|frame=-1,k141_27917,-1,5.034046173095703,1174,1271,98,2410,0.04066390041493776,15,0.3356030782063802,3609
Astroviridae_2,k141_30284|frame=3,k141_30284,3,4.764941215515137,109,165,57,866,0.06581986143187067,15,0.3176627477010091,1177
Kobuvirus_polyprotein,k141_13486|frame=3,k141_13486,3,4.760647773742676,1174,1271,98,2410,0.04066390041493776,15,0.31737651824951174,4913
Kobuvirus_2A_2B_2C,k141_14389|frame=-2,k141_14389,-2,4.727107048034668,250,305,56,635,0.08818897637795275,15,0.31514046986897787,4785
Parechovirus_3A_3B_3C_3D,k141_7331|frame=1,k141_7331,1,4.712578296661377,335,364,30,567,0.05291005291005291,12,0.39271485805511475,799
Astroviridae_1A,k141_13742|frame=2,k141_13742,2,4.6917195320129395,551,576,26,858,0.030303030303030304,15,0.31278130213419597,811
Kobuvirus_2A_2B_2C,k141_12959|frame=2,k141_12959,2,4.6751275062561035,117,142,26,635,0.04094488188976378,15,0.3116751670837402,1717
Kobuvirus_polyprotein,k141_15118|frame=-2,k141_15118,-2,4.444549083709717,1175,1271,97,2410,0.04024896265560166,15,0.29630327224731445,2119
Kobuvirus_polyprotein,k141_805|frame=3,k141_805,3,4.390422344207764,1174,1271,98,2410,0.04066390041493776,15,0.29269482294718424,2930
Astroviridae_2,k141_11480|frame=-1,k141_11480,-1,4.235469341278076,115,160,46,866,0.053117782909930716,15,0.28236462275187174,394
Kobuvirus_2A_2B_2C,k141_4965|frame=-3,k141_4965,-3,4.161136627197266,117,142,26,635,0.04094488188976378,15,0.2774091084798177,4414
Astroviridae_1A,k141_24148|frame=2,k141_24148,2,4.129491329193115,541,577,37,858,0.04312354312354312,15,0.27529942194620766,1277
Parechovirus_VP0_VP3_VP1,k141_16661|frame=-2,k141_16661,-2,3.662328004837036,132,213,82,808,0.10148514851485149,12,0.30519400040308636,6888
Astroviridae_1A,k141_3782|frame=-2,k141_3782,-2,3.637268543243408,271,342,72,858,0.08391608391608392,15,0.24248456954956055,538
Kobuvirus_polyprotein,k141_19575|frame=-3,k141_19575,-3,3.5539257526397705,1175,1271,97,2410,0.04024896265560166,15,0.23692838350931802,3338
Kobuvirus_2A_2B_2C,k141_14099|frame=-1,k141_14099,-1,3.468724250793457,117,142,26,635,0.04094488188976378,15,0.23124828338623046,1347
Kobuvirus_2A_2B_2C,k141_846|frame=-1,k141_846,-1,3.248232126235962,117,142,26,635,0.04094488188976378,15,0.2165488084157308,2153
Kobuvirus_2A_2B_2C,k141_14389|frame=-2,k141_14389,-2,3.1508617401123047,117,142,26,635,0.04094488188976378,15,0.21005744934082032,4785
Kobuvirus_2A_2B_2C,k141_34296|frame=-1,k141_34296,-1,3.0886881351470947,117,142,26,635,0.04094488188976378,15,0.20591254234313966,5012
Kobuvirus_2A_2B_2C,k141_10396|frame=1,k141_10396,1,2.92781138420105,117,142,26,635,0.04094488188976378,15,0.19518742561340333,5580
Parechovirus_2A_2B_2C,k141_16323|frame=-2,k141_16323,-2,2.865051507949829,428,471,44,594,0.07407407407407407,12,0.23875429232915243,4938
Kobuvirus_VP0-VP3-VP1,k141_16175|frame=2,k141_16175,2,2.8270859718322754,79,161,83,845,0.09822485207100591,15,0.1884723981221517,5373
Parechovirus_VP0_VP3_VP1,k141_16175|frame=2,k141_16175,2,2.6631808280944824,105,235,131,808,0.16212871287128713,12,0.2219317356745402,5373
Kobuvirus_2A_2B_2C,k141_25930|frame=1,k141_25930,1,2.604781150817871,117,142,26,635,0.04094488188976378,15,0.1736520767211914,6623
Kobuvirus_2A_2B_2C,k141_24306|frame=-1,k141_24306,-1,2.5810508728027344,117,142,26,635,0.04094488188976378,15,0.17207005818684895,6530
Kobuvirus_2A_2B_2C,k141_32976|frame=-1,k141_32976,-1,2.462305784225464,117,142,26,635,0.04094488188976378,15,0.16415371894836425,7301
Astroviridae_1A,k141_9032|frame=-2,k141_9032,-2,2.3945107460021973,292,340,49,858,0.05710955710955711,15,0.1596340497334798,350
Parechovirus_VP0_VP3_VP1,k141_4965|frame=-3,k141_4965,-3,2.337890148162842,382,441,60,808,0.07425742574257425,12,0.19482417901357016,4414
Kobuvirus_2A_2B_2C,k141_23792|frame=-2,k141_23792,-2,2.295530080795288,117,142,26,635,0.04094488188976378,15,0.15303533871968586,8431
Kobuvirus_2A_2B_2C,k141_14601|frame=-2,k141_14601,-2,2.2945401668548584,117,142,26,635,0.04094488188976378,15,0.15296934445699056,8438
Kobuvirus_2A_2B_2C,k141_29796|frame=1,k141_29796,1,2.157743215560913,117,142,26,635,0.04094488188976378,15,0.14384954770406086,8889
Kobuvirus_2A_2B_2C,k141_12784|frame=-1,k141_12784,-1,2.133108377456665,23,71,49,635,0.07716535433070866,15,0.14220722516377768,649
Kobuvirus_2A_2B_2C,k141_9498|frame=2,k141_9498,2,2.0974743366241455,117,142,26,635,0.04094488188976378,15,0.1398316224416097,9261
Kobuvirus_2A_2B_2C,k141_26150|frame=-3,k141_26150,-3,2.096311092376709,117,142,26,635,0.04094488188976378,15,0.13975407282511393,4181
Astroviridae_1A,k141_12479|frame=-1,k141_12479,-1,2.082507610321045,252,368,117,858,0.13636363636363635,15,0.13883384068806967,539
Kobuvirus_2A_2B_2C,k141_17285|frame=1,k141_17285,1,2.066946029663086,117,142,26,635,0.04094488188976378,15,0.13779640197753906,9792
Astroviridae_1A,k141_8920|frame=-2,k141_8920,-2,2.0221593379974365,270,334,65,858,0.07575757575757576,15,0.13481062253316242,347
Kobuvirus_2A_2B_2C,k141_35403|frame=-1,k141_35403,-1,2.020740509033203,117,142,26,635,0.04094488188976378,15,0.13471603393554688,5003
Parechovirus_VP0_VP3_VP1,k141_27917|frame=-1,k141_27917,-1,1.9654308557510376,127,203,77,808,0.0952970297029703,12,0.1637859046459198,3609
Kobuvirus_2A_2B_2C,k141_17794|frame=-2,k141_17794,-2,1.8266552686691284,117,142,26,635,0.04094488188976378,15,0.12177701791127522,4840
Astroviridae_2,k141_18644|frame=-2,k141_18644,-2,1.8193508386611938,769,837,69,866,0.07967667436489607,15,0.12129005591074625,4882
Astroviridae_2,k141_29252|frame=-1,k141_29252,-1,1.7865079641342163,129,177,49,866,0.05658198614318707,15,0.11910053094228108,361
Kobuvirus_2A_2B_2C,k141_33005|frame=-2,k141_33005,-2,1.7812587022781372,117,142,26,635,0.04094488188976378,15,0.11875058015187581,4984
