ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class,1A_length,1B_length,2_length
KY744140,KY744140.1,"Human astrovirus 1 strain ITA/2008/PA148 RNA-dependent RNA polymerase (ORF1b) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",01-APR-2018,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,3172.0,"De Grazia,S., Giammanco,G. and Martella,V.",ITA/2008/PA148,,Italy,,2008,feces,Homo sapiens,No,2.0,No,No,NA-NA,,1-736,1.0,728-3092,1.0,Mammalia,,735.0,2364.0
KY744139,KY744139.1,"Human astrovirus 1 strain ITA/2004/PA70R- RNA-dependent RNA polymerase (ORF1b) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",01-APR-2018,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,3172.0,"De Grazia,S., Giammanco,G. and Martella,V.",ITA/2004/PA70R-,,Italy,,2004,feces,Homo sapiens,No,2.0,No,No,NA-NA,,1-736,1.0,728-3092,1.0,Mammalia,,735.0,2364.0
KY744138,KY744138.1,"Human astrovirus 1 strain ITA/1999/PA364 RNA-dependent RNA polymerase (ORF1b) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",01-APR-2018,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,3172.0,"De Grazia,S., Giammanco,G. and Martella,V.",ITA/1999/PA364,,Italy,,1999,feces,Homo sapiens,No,2.0,No,No,NA-NA,,1-736,1.0,728-3092,1.0,Mammalia,,735.0,2364.0
KY744137,KY744137.1,"Human astrovirus 1 strain ITA/2000/PA762 RNA-dependent RNA polymerase (ORF1b) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",01-APR-2018,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,3172.0,"De Grazia,S., Giammanco,G. and Martella,V.",ITA/2000/PA762,,Italy,,2000,feces,Homo sapiens,No,2.0,No,No,NA-NA,,1-736,1.0,728-3092,1.0,Mammalia,,735.0,2364.0
MF973501,MF973501.1,"Canine astrovirus strain CHN/2017/58, complete genome",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6596.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/58,,China,,,feces,Canis lupus familiaris,No,3.0,No,No,43-2713,1.0,2664-4200,1.0,4012-6511,1.0,Mammalia,2670.0,1536.0,2499.0
MF973500,MF973500.1,"Canine astrovirus strain CHN/2017/44, complete genome",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6626.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/44,,China,,,feces,Canis lupus familiaris,No,3.0,No,No,43-2713,1.0,2664-4200,1.0,4012-6541,1.0,Mammalia,2670.0,1536.0,2529.0
MF973499,MF973499.1,"Canine astrovirus strain CHN/2017/Y6 capsid protein gene, complete cds",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2517.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/Y6,,China,,,feces,Canis lupus familiaris,No,1.0,No,No,NA-NA,,NA-NA,,0-2517,1.0,Mammalia,,,2517.0
MF973498,MF973498.1,"Canine astrovirus strain CHN/2017/S15 capsid protein gene, complete cds",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2505.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/S15,,China,,,feces,Canis lupus familiaris,No,1.0,No,No,NA-NA,,NA-NA,,0-2505,1.0,Mammalia,,,2505.0
MF973497,MF973497.1,"Canine astrovirus strain CHN/2017/S14 capsid protein gene, complete cds",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2496.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/S14,,China,,,feces,Canis lupus familiaris,No,1.0,No,No,NA-NA,,NA-NA,,0-2496,1.0,Mammalia,,,2496.0
MF973496,MF973496.1,"Canine astrovirus strain CHN/2017/21 capsid protein gene, complete cds",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2517.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/21,,China,,,feces,Canis lupus familiaris,No,1.0,No,No,NA-NA,,NA-NA,,0-2517,1.0,Mammalia,,,2517.0
MF973495,MF973495.1,"Canine astrovirus strain CHN/2017/3 capsid protein gene, complete cds",12-MAR-2018,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2526.0,"Li,M., Tang,C. and Wang,M.",CHN/2017/3,,China,,,feces,Canis lupus familiaris,No,1.0,No,No,NA-NA,,NA-NA,,0-2526,1.0,Mammalia,,,2526.0
EU847145,EU847145.2,"Mamastrovirus 16 isolate AFCD11 polyprotein 1AB gene, partial cds; and capsid protein precursor, gene, complete cds",02-MAR-2018,Mamastrovirus 16,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus pipistrelli,Mamastrovirus pipistrelli,Astroviridae,3180.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD11,China: Hong Kong,,2005,,Pipistrellus abramus,No,2.0,No,No,NA-NA,,0-825,1.0,745-2869,1.0,Mammalia,,825.0,2124.0
EU847144,EU847144.2,"Mamastrovirus 14 isolate AFCD57 polyprotein 1AB gene, partial cds; and capsid protein precursor, gene, complete cds",02-MAR-2018,Mamastrovirus 14,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus miniopteri,Mamastrovirus miniopteri,Astroviridae,3371.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD57,China: Hong Kong,,2005,,Miniopterus magnater,No,2.0,No,No,NA-NA,,0-753,1.0,767-2984,1.0,Mammalia,,753.0,2217.0
EU847155,EU847155.1,"Mamastrovirus 18 isolate AFCD337 polyprotein 1AB and polyprotein 1a genes, partial cds; and capsid protein precursor, gene, complete cds",02-MAR-2018,Mamastrovirus 18,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus pusilli,Mamastrovirus pusilli,Astroviridae,5083.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD337,China: Hong Kong,,2006,,Miniopterus pusillus,No,3.0,No,No,0-909,1.0,878-2450,1.0,2433-4986,1.0,Mammalia,909.0,1572.0,2553.0
EU847154,EU847154.1,"Bat astrovirus 1 isolate WCF214 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2225.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF214,China: Hong Kong,,2005,,Miniopterus pusillus,No,1.0,No,No,0-687,1.0,686-2225,1.0,NA-NA,,Mammalia,687.0,1539.0,
EU847153,EU847153.1,"Bat astrovirus 1 isolate AFCD68 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2231.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD68,China: Hong Kong,,2005,,Miniopterus magnater,No,1.0,No,No,0-693,1.0,692-2231,1.0,NA-NA,,Mammalia,693.0,1539.0,
EU847152,EU847152.1,"Bat astrovirus 1 isolate AFCD74 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2237.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD74,China: Hong Kong,,2005,,Miniopterus magnater,No,1.0,No,No,0-699,1.0,698-2237,1.0,NA-NA,,Mammalia,699.0,1539.0,
EU847151,EU847151.1,"Bat astrovirus 1 isolate AFCD77 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2234.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD77,China: Hong Kong,,2005,,Miniopterus magnater,No,1.0,No,No,0-693,1.0,692-2234,1.0,NA-NA,,Mammalia,693.0,1542.0,
EU847150,EU847150.1,"Bat astrovirus 1 isolate AFCD82 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2225.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD82,China: Hong Kong,,2005,,Miniopterus magnater,No,1.0,No,No,0-684,1.0,683-2225,1.0,NA-NA,,Mammalia,684.0,1542.0,
EU847149,EU847149.1,"Bat astrovirus 1 isolate WCF4 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2234.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF4,China: Hong Kong,,2004,,Miniopterus pusillus,No,1.0,No,No,0-687,1.0,686-2234,1.0,NA-NA,,Mammalia,687.0,1548.0,
EU847148,EU847148.1,"Bat astrovirus 1 isolate WCF90 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2225.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF90,China: Hong Kong,,2004,,Miniopterus magnater,No,1.0,No,No,0-687,1.0,686-2225,1.0,NA-NA,,Mammalia,687.0,1539.0,
EU847147,EU847147.1,"Bat astrovirus 1 isolate WCF98 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2207.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF98,China: Hong Kong,,2004,,Miniopterus magnater,No,1.0,No,No,0-670,1.0,671-2207,1.0,NA-NA,,Mammalia,670.0,1536.0,
EU847146,EU847146.1,"Bat astrovirus 1 isolate WCF140 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2312.0,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF140,China: Hong Kong,,2004,,Myotis chinensis,No,1.0,No,No,0-768,1.0,767-2312,1.0,NA-NA,,Mammalia,768.0,1545.0,
GQ415660,GQ415660.1,"Mamastrovirus 8 isolate NI-295, complete genome",26-FEB-2018,Mamastrovirus 8,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus homustovis,Mamastrovirus homustovis,Astroviridae,6534.0,"Kapoor,A. and Delwart,E.",,NI-295,Nigeria,,21-Mar-2007,stool,Homo sapiens,No,3.0,No,No,42-2657,1.0,2660-4232,1.0,4221-6417,1.0,Mammalia,2615.0,1572.0,2196.0
MF033386,MF033386.1,"Rat astrovirus Rt/X104/Xiamen isolate X104 nonstructural polyprotein and RNA-dependent RNA-polymerase genes, partial cds; and capsid precursor protein gene, complete cds",21-FEB-2018,Rat astrovirus Rt/X104/Xiamen,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4855.0,"Qiu,M., Chen,X., Cheng,M. and Chen,Q.",,X104,China,,09-Feb-2017,stool,Rattus losea,No,3.0,No,No,2-884,1.0,832-2383,1.0,2372-4805,1.0,Mammalia,882.0,1551.0,2433.0
MF033385,MF033385.1,"Rat astrovirus Rn/S510/Guangzhou isolate S510 nonstructural polyprotein and RNA-dependent RNA-polymerase genes, partial cds; and capsid precursor protein gene, complete cds",21-FEB-2018,Rat astrovirus Rn/S510/Guangzhou,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4898.0,"Qiu,M., Chen,X., Cheng,M. and Chen,Q.",,S510,China,,09-Feb-2017,stool,Rattus norvegicus,No,3.0,No,No,2-941,1.0,889-2440,1.0,2429-4874,1.0,Mammalia,939.0,1551.0,2445.0
KY412127,KY412127.1,"Porcine astrovirus 2 strain GXXZ5/2014 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",02-FEB-2018,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2787.0,"Qin,Y.",GXXZ5/2014,,China,,2014,fecal sample,swine,No,2.0,No,No,NA-NA,,0-342,1.0,334-2698,1.0,Mammalia,,342.0,2364.0
KY412126,KY412126.1,"Porcine astrovirus 2 strain GXNN144/2014 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",02-FEB-2018,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2742.0,"Qin,Y.",GXNN144/2014,,China,,2014,fecal sample,swine,No,2.0,No,No,NA-NA,,0-342,1.0,334-2656,1.0,Mammalia,,342.0,2322.0
KY412125,KY412125.1,"Porcine astrovirus 4 strain GXFC36/2014 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",02-FEB-2018,Porcine astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2894.0,"Qin,Y.",GXFC36/2014,,China,,2014,fecal sample,swine,No,2.0,No,No,NA-NA,,0-348,1.0,340-2815,1.0,Mammalia,,348.0,2475.0
KY412124,KY412124.1,"Porcine astrovirus 2 strain GXBS5/2013 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",02-FEB-2018,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2800.0,"Qin,Y.",GXBS5/2013,,China,,2013,fecal sample,swine,No,2.0,No,No,NA-NA,,2-410,1.0,402-2712,1.0,Mammalia,,408.0,2310.0
KT946736,KT946736.1,"Rodent astrovirus isolate GX-006, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6861.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,GX-006,China,,,,Rattus norvegicus,No,3.0,No,No,0-2742,1.0,2654-4169,1.0,4161-6747,1.0,Mammalia,2742.0,1515.0,2586.0
KT946735,KT946735.1,"Rodent astrovirus isolate HN-014, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6813.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HN-014,China,,,,Rattus norvegicus,No,3.0,No,No,0-2742,1.0,2654-4169,1.0,4161-6702,1.0,Mammalia,2742.0,1515.0,2541.0
KT946734,KT946734.1,"Rodent astrovirus isolate HK-1998F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6243.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-1998F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,44-2264,1.0,2218-3763,1.0,3719-6185,1.0,Mammalia,2220.0,1545.0,2466.0
KT946733,KT946733.1,"Rodent astrovirus isolate HK-1893F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6242.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-1893F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,44-2264,1.0,2218-3763,1.0,3719-6185,1.0,Mammalia,2220.0,1545.0,2466.0
KT946732,KT946732.1,"Rodent astrovirus isolate HK-1797F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6241.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-1797F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,44-2264,1.0,2218-3763,1.0,3719-6185,1.0,Mammalia,2220.0,1545.0,2466.0
KT946731,KT946731.1,"Rodent astrovirus isolate HK-CWRN1RV, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6840.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-CWRN1RV,Hong Kong,,,,Rattus norvegicus,No,3.0,No,No,16-2794,1.0,2727-4242,1.0,4198-6727,1.0,Mammalia,2778.0,1515.0,2529.0
KT946730,KT946730.1,"Rodent astrovirus isolate HK-25315A, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6778.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-25315A,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,16-2725,1.0,2652-4173,1.0,4129-6664,1.0,Mammalia,2709.0,1521.0,2535.0
KT946729,KT946729.1,"Rodent astrovirus isolate HK-13112F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6759.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-13112F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,1-2710,1.0,2637-4158,1.0,4114-6649,1.0,Mammalia,2709.0,1521.0,2535.0
KT946728,KT946728.1,"Rodent astrovirus isolate HK-12111F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6766.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-12111F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,16-2725,1.0,2652-4173,1.0,4129-6664,1.0,Mammalia,2709.0,1521.0,2535.0
KT946727,KT946727.1,"Rodent astrovirus isolate HK-4214F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6775.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-4214F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,16-2725,1.0,2652-4173,1.0,4129-6664,1.0,Mammalia,2709.0,1521.0,2535.0
KT946726,KT946726.1,"Rodent astrovirus isolate HK-22103F, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6767.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-22103F,Hong Kong,,,,Rattus andamanensis,No,3.0,No,No,13-2722,1.0,2649-4170,1.0,4126-6661,1.0,Mammalia,2709.0,1521.0,2535.0
KY940545,KY940545.1,"Porcine astrovirus 3 strain USA/IA/7023/2017, complete genome",03-DEC-2017,Porcine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6461.0,"Li,G., Arruda,P., Arruda,B., Chen,Q., Zheng,Y. and Yang,C.",USA/IA/7023/2017,,USA,,2017,,porcine,No,3.0,No,No,30-2565,1.0,2522-4091,1.0,3894-6348,1.0,Mammalia,2535.0,1569.0,2454.0
KY073232,KY073232.1,"Porcine astrovirus 3 strain NI-Brain/386-2015/HUN, complete genome",16-NOV-2017,Porcine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6394.0,"Boros,A. and Reuter,G.",NI-Brain/386-2015/HUN,,Hungary,,2015,brain,Sus scrofa domestica (domestic swine),No,3.0,No,No,30-2559,1.0,2516-4085,1.0,4074-6339,1.0,Mammalia,2529.0,1569.0,2265.0
KY073231,KY073231.1,"Porcine astrovirus 3 strain NI-Brain/173-2016a/HUN, complete genome",16-NOV-2017,Porcine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6393.0,"Boros,A. and Reuter,G.",NI-Brain/173-2016a/HUN,,Hungary,,2016,brain,Sus scrofa domestica (domestic swine),No,3.0,No,No,30-2559,1.0,2516-4085,1.0,4074-6339,1.0,Mammalia,2529.0,1569.0,2265.0
KY073230,KY073230.1,"Porcine astrovirus 3 strain NI-SC/9-2016a/HUN ORF1ab gene, partial cds; and ORF2 gene, complete cds",16-NOV-2017,Porcine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,3042.0,"Boros,A. and Reuter,G.",NI-SC/9-2016a/HUN,,Hungary,,2016,spinal cord,Sus scrofa domestica (domestic swine),No,2.0,No,No,NA-NA,,2-734,1.0,723-2988,1.0,Mammalia,,732.0,2265.0
KY073229,KY073229.1,"Porcine astrovirus 3 strain NI-Brain/9-2016a/HUN, complete genome",16-NOV-2017,Porcine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6393.0,"Boros,A. and Reuter,G.",NI-Brain/9-2016a/HUN,,Hungary,,2016,brain,Sus scrofa domestica (domestic swine),No,3.0,No,No,30-2559,1.0,2516-4085,1.0,4074-6339,1.0,Mammalia,2529.0,1569.0,2265.0
KY271946,KY271946.1,"Human astrovirus strain USA/TN/2015-OB2038B, complete genome",05-SEP-2017,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6653.0,"Marine,R., Castro,C.J., Diez-Valcarce,M., Collins,N., Vinje,J. and Ng,T.F.F.",USA/TN/2015-OB2038B,,USA: TN,,31-May-2015,stool,Homo sapiens,No,3.0,No,No,75-2838,1.0,2777-4325,1.0,4317-6653,1.0,Mammalia,2763.0,1548.0,2336.0
KY271945,KY271945.1,"Human astrovirus strain USA/TN/2015-OB2038A, complete genome",05-SEP-2017,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6788.0,"Marine,R., Castro,C.J., Diez-Valcarce,M., Collins,N., Vinje,J. and Ng,T.F.F.",USA/TN/2015-OB2038A,,USA: TN,,01-Mar-2015,stool,Homo sapiens,No,3.0,No,No,57-2865,1.0,2792-4352,1.0,4344-6708,1.0,Mammalia,2808.0,1560.0,2364.0
KY859988,KY859988.1,"Mamastrovirus 13 strain CH16, complete genome",29-AUG-2017,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6479.0,"Boujon,C.L., Koch,M.C., Wuethrich,D., Jakupovic,D., Werder,S., Bruggmann,R. and Seuberlich,T.",CH16,,Switzerland,,2006,brain,ovine,No,3.0,No,No,44-2594,1.0,2545-4114,1.0,4106-6386,1.0,Mammalia,2550.0,1569.0,2280.0
KY214438,KY214438.1,"Porcine astrovirus 2/BEL/15V010 isolate 15V010 ORF1, ORF1ab, and ORF2 genes, complete cds",29-JUL-2017,Porcine astrovirus 2/BEL/15V010,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Porcine astrovirus 2,Porcine astrovirus 2,Astroviridae,6447.0,"Conceicao-Neto,N., Theuns,S., Cui,T., Zeller,M., Yinda,C.K., Christianens,I., Heylen,E., Van Ranst,M., Carpentier,S., Nauwynck,H.J. and Matthijnssens,J.",,15V010,Belgium,,Jan-2015,,Sus scrofa,No,3.0,No,No,NA-NA,,2869-3988,1.0,3875-6350,1.0,Mammalia,,1119.0,2475.0
KY214437,KY214437.1,"Porcine astrovirus 4/BEL/15V010 isolate 15V010 ORF1, ORF1ab, and ORF2 genes, complete cds",29-JUL-2017,Porcine astrovirus 4/BEL/15V010,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Porcine astrovirus 4,Porcine astrovirus 4,Astroviridae,6664.0,"Conceicao-Neto,N., Theuns,S., Cui,T., Zeller,M., Yinda,C.K., Christianens,I., Heylen,E., Van Ranst,M., Carpentier,S., Nauwynck,H.J. and Matthijnssens,J.",,15V010,Belgium,,Jan-2015,,Sus scrofa,No,3.0,No,No,NA-NA,,3026-4124,1.0,4116-6615,1.0,Mammalia,,1098.0,2499.0
