Model_ID,Taxon,TxID,Model type,Range,Positive terms,Negative terms,Start coordinate,End coordinate,Cutoff score,Length,# of sequences,Segmentation,Genome type,Sense,Topology,Baltimore,Parent,Natural Host,Organism_type
vHMM_13101,Picornaviridae,12058,short,wide,polyprotein,,5046,5105,60,60,300,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13226,Avihepatovirus,691955,short,narrow,polyprotein,,1730,1755,48.14,26,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13227,Avihepatovirus,691955,short,narrow,polyprotein,,1180,1202,45.3,23,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13228,Avihepatovirus,691955,short,narrow,polyprotein,,6328,6352,52.36,25,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13229,Avihepatovirus,691955,short,narrow,polyprotein,,6722,6747,59.58,26,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13230,Avihepatovirus,691955,short,narrow,polyprotein,,4335,4356,30.26,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13231,Avihepatovirus,691955,short,narrow,polyprotein,,3718,3748,56.02,31,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13232,Avihepatovirus,691955,short,narrow,polyprotein,,7027,7046,37.96,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13233,Avihepatovirus,691955,short,narrow,polyprotein,,3637,3674,71.26,38,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13234,Avihepatovirus,691955,short,narrow,polyprotein,,5808,5831,42.5,24,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13235,Avihepatovirus,691955,short,narrow,polyprotein,,1328,1355,44.66,28,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13236,Avihepatovirus,691955,short,narrow,polyprotein,,1365,1384,37.14,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13237,Avihepatovirus,691955,short,narrow,polyprotein,,3676,3696,23.12,21,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13238,Avihepatovirus,691955,short,narrow,polyprotein,,4919,4951,66.12,33,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13239,Avihepatovirus,691955,short,narrow,polyprotein,,6891,6910,33.72,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18369,Avihepatovirus,691955,full-length,narrow,polyprotein,,1,2734,3958.76,2734,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13205,Aquamavirus,1330065,short,narrow,polyprotein,,6331,6352,53.14,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13206,Aquamavirus,1330065,short,narrow,polyprotein,,5046,5065,45.24,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13207,Aquamavirus,1330065,short,narrow,polyprotein,,1730,1755,57.22,26,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13208,Aquamavirus,1330065,short,narrow,polyprotein,,1180,1208,72.52,29,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13209,Aquamavirus,1330065,short,narrow,polyprotein,,5000,5021,51.34,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13210,Aquamavirus,1330065,short,narrow,polyprotein,,1544,1581,84.04,38,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13211,Aquamavirus,1330065,short,narrow,polyprotein,,1365,1384,40.64,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13212,Aquamavirus,1330065,short,narrow,polyprotein,,7027,7046,44.74,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13213,Aquamavirus,1330065,short,narrow,polyprotein,,6751,6773,52.34,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13214,Aquamavirus,1330065,short,narrow,polyprotein,,6891,6910,41.58,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13215,Aquamavirus,1330065,short,narrow,polyprotein,,1336,1355,34.32,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13216,Aquamavirus,1330065,short,narrow,polyprotein,,4335,4356,45.84,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13217,Aquamavirus,1330065,short,narrow,polyprotein,,5969,6009,78.72,41,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13218,Aquamavirus,1330065,short,narrow,polyprotein,,5070,5106,88.94,37,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13219,Aquamavirus,1330065,short,narrow,polyprotein,,1056,1086,67.12,31,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13220,Aquamavirus,1330065,short,narrow,polyprotein,,6713,6747,79.94,35,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13221,Aquamavirus,1330065,short,narrow,polyprotein,,7172,7204,67.68,33,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18368,Aquamavirus,1330065,full-length,narrow,polyprotein,,1,2056,4008.56,2056,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13514,Passerivirus,1511802,short,narrow,polyprotein,,6020,6045,44.82,26,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13515,Passerivirus,1511802,short,narrow,polyprotein,,1180,1208,52.62,29,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13516,Passerivirus,1511802,short,narrow,polyprotein,,5050,5084,90.06,35,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13517,Passerivirus,1511802,short,narrow,polyprotein,,7023,7045,57.46,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13518,Passerivirus,1511802,short,narrow,polyprotein,,525,548,34.32,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13519,Passerivirus,1511802,short,narrow,polyprotein,,327,369,74.8,43,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13520,Passerivirus,1511802,short,narrow,polyprotein,,4927,4951,38.36,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13521,Passerivirus,1511802,short,narrow,polyprotein,,1365,1384,28.48,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13522,Passerivirus,1511802,short,narrow,polyprotein,,1635,1657,38.42,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13523,Passerivirus,1511802,short,narrow,polyprotein,,1730,1755,53.06,26,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13524,Passerivirus,1511802,short,narrow,polyprotein,,402,422,36.06,21,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13525,Passerivirus,1511802,short,narrow,polyprotein,,6328,6352,55.44,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13526,Passerivirus,1511802,short,narrow,polyprotein,,6112,6133,37.6,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13527,Passerivirus,1511802,short,narrow,polyprotein,,1544,1581,80.28,38,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13528,Passerivirus,1511802,short,narrow,polyprotein,,497,518,33.12,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18389,Passerivirus,1511802,full-length,narrow,polyprotein,,1,2712,4606.34,2712,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13254,Bopivirus,2169638,short,narrow,polyprotein,,1544,1563,38.4,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18371,Bopivirus,2169638,full-length,narrow,polyprotein,,1,2470,3435,2470,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13654,Sicinivirus,1755587,short,narrow,polyprotein,,625,649,53.58,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13655,Sicinivirus,1755587,short,narrow,polyprotein,,1056,1078,38.16,23,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13656,Sicinivirus,1755587,short,narrow,polyprotein,,5350,5372,29.76,23,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13657,Sicinivirus,1755587,short,narrow,polyprotein,,1544,1581,78.44,38,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13658,Sicinivirus,1755587,short,narrow,polyprotein,,340,399,113.44,60,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13659,Sicinivirus,1755587,short,narrow,polyprotein,,2216,2239,38.16,24,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13660,Sicinivirus,1755587,short,narrow,polyprotein,,4065,4124,111.72,60,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13661,Sicinivirus,1755587,short,narrow,polyprotein,,125,181,105.12,57,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13662,Sicinivirus,1755587,short,narrow,polyprotein,,196,223,53.12,28,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13663,Sicinivirus,1755587,short,narrow,polyprotein,,6328,6352,61.36,25,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13664,Sicinivirus,1755587,short,narrow,polyprotein,,5564,5593,57.6,30,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13665,Sicinivirus,1755587,short,narrow,polyprotein,,227,286,114.5,60,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13666,Sicinivirus,1755587,short,narrow,polyprotein,,7023,7045,52.68,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13667,Sicinivirus,1755587,short,narrow,polyprotein,,292,338,92.5,47,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13668,Sicinivirus,1755587,short,narrow,polyprotein,,1635,1657,40.4,23,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13669,Sicinivirus,1755587,short,narrow,polyprotein,,1936,1955,25.28,20,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13670,Sicinivirus,1755587,short,narrow,polyprotein,,1730,1755,55.2,26,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13671,Sicinivirus,1755587,short,narrow,polyprotein,,2047,2086,73.16,40,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13672,Sicinivirus,1755587,short,narrow,polyprotein,,1180,1208,58.46,29,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13673,Sicinivirus,1755587,short,narrow,polyprotein,,404,463,108.72,60,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13674,Sicinivirus,1755587,short,narrow,polyprotein,,463,522,110,60,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13675,Sicinivirus,1755587,short,narrow,polyprotein,,2347,2366,34.48,20,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13676,Sicinivirus,1755587,short,narrow,polyprotein,,1365,1384,43.04,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13677,Sicinivirus,1755587,short,narrow,polyprotein,,4927,4951,39.76,25,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13678,Sicinivirus,1755587,short,narrow,polyprotein,,567,623,114.88,57,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13679,Sicinivirus,1755587,short,narrow,polyprotein,,6112,6133,43.84,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13680,Sicinivirus,1755587,short,narrow,polyprotein,,523,547,45.52,25,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18397,Sicinivirus,1755587,full-length,narrow,polyprotein,,1,2861,5019.54,2861,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13290,Erbovirus,194961,short,narrow,polyprotein,,6141,6174,76.92,34,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13291,Erbovirus,194961,short,narrow,polyprotein,,1941,1960,34.16,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13292,Erbovirus,194961,short,narrow,polyprotein,,4465,4500,73.76,36,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13293,Erbovirus,194961,short,narrow,polyprotein,,6892,6911,38.9,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13294,Erbovirus,194961,short,narrow,polyprotein,,1544,1563,41.76,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13295,Erbovirus,194961,short,narrow,polyprotein,,6710,6747,85.9,38,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13296,Erbovirus,194961,short,narrow,polyprotein,,296,355,104.72,60,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13297,Erbovirus,194961,short,narrow,polyprotein,,437,496,118.52,60,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13298,Erbovirus,194961,short,narrow,polyprotein,,4777,4836,112.48,60,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13299,Erbovirus,194961,short,narrow,polyprotein,,5958,5986,61.36,29,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13300,Erbovirus,194961,short,narrow,polyprotein,,627,648,51.26,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13301,Erbovirus,194961,short,narrow,polyprotein,,4585,4644,115.52,60,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13302,Erbovirus,194961,short,narrow,polyprotein,,7023,7045,53.12,23,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13303,Erbovirus,194961,short,narrow,polyprotein,,4337,4356,40.08,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13304,Erbovirus,194961,short,narrow,polyprotein,,6069,6128,110.56,60,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13305,Erbovirus,194961,short,narrow,polyprotein,,6328,6352,60.74,25,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13306,Erbovirus,194961,short,narrow,polyprotein,,4753,4775,43.12,23,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13307,Erbovirus,194961,short,narrow,polyprotein,,5613,5632,37.52,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13308,Erbovirus,194961,short,narrow,polyprotein,,374,433,114.32,60,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18376,Erbovirus,194961,full-length,narrow,polyprotein,,1,2590,5181.16,2590,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13309,Gallivirus,1511775,short,narrow,polyprotein,,4927,4951,40.52,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13310,Gallivirus,1511775,short,narrow,polyprotein,,6329,6352,55.48,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13311,Gallivirus,1511775,short,narrow,polyprotein,,625,647,34.96,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13312,Gallivirus,1511775,short,narrow,polyprotein,,1056,1080,52.52,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13313,Gallivirus,1511775,short,narrow,polyprotein,,355,377,34.56,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13314,Gallivirus,1511775,short,narrow,polyprotein,,7023,7045,58.54,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13315,Gallivirus,1511775,short,narrow,polyprotein,,1635,1657,41.84,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13316,Gallivirus,1511775,short,narrow,polyprotein,,753,773,33.36,21,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13317,Gallivirus,1511775,short,narrow,polyprotein,,1186,1208,47.36,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13318,Gallivirus,1511775,short,narrow,polyprotein,,320,350,50.16,31,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13319,Gallivirus,1511775,short,narrow,polyprotein,,497,518,37.52,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13320,Gallivirus,1511775,short,narrow,polyprotein,,1730,1755,55.5,26,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13321,Gallivirus,1511775,short,narrow,polyprotein,,1902,1927,40,26,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13322,Gallivirus,1511775,short,narrow,polyprotein,,6713,6743,71.38,31,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13323,Gallivirus,1511775,short,narrow,polyprotein,,1365,1384,31.76,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13324,Gallivirus,1511775,short,narrow,polyprotein,,1544,1578,75.22,35,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13325,Gallivirus,1511775,short,narrow,polyprotein,,5050,5075,59.6,26,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13326,Gallivirus,1511775,short,narrow,polyprotein,,2249,2270,39.28,22,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18377,Gallivirus,1511775,full-length,narrow,polyprotein,,1,2518,4694.92,2518,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13632,Salivirus,688449,short,narrow,polyprotein,,736,773,81.18,38,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13633,Salivirus,688449,short,narrow,polyprotein,,1544,1576,75.52,33,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13634,Salivirus,688449,short,narrow,polyprotein,,5046,5105,132.52,60,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13635,Salivirus,688449,short,narrow,polyprotein,,1365,1384,40.62,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13636,Salivirus,688449,short,narrow,polyprotein,,6328,6352,63.7,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13637,Salivirus,688449,short,narrow,polyprotein,,1730,1755,53.72,26,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13638,Salivirus,688449,short,narrow,polyprotein,,1635,1655,53.48,21,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13639,Salivirus,688449,short,narrow,polyprotein,,7023,7045,53.58,23,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13640,Salivirus,688449,short,narrow,polyprotein,,4919,4951,62,33,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13641,Salivirus,688449,short,narrow,polyprotein,,6707,6747,91.96,41,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18395,Salivirus,688449,full-length,narrow,polyprotein,,1,2369,4210.16,2369,9,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13272,Crohivirus,1506581,short,narrow,polyprotein,,4337,4356,33.66,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13273,Crohivirus,1506581,short,narrow,polyprotein,,1841,1863,39.96,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13274,Crohivirus,1506581,short,narrow,polyprotein,,6751,6773,51.46,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13275,Crohivirus,1506581,short,narrow,polyprotein,,1056,1087,70.08,32,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13276,Crohivirus,1506581,short,narrow,polyprotein,,4443,4466,42.98,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13277,Crohivirus,1506581,short,narrow,polyprotein,,4925,4951,50.94,27,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13278,Crohivirus,1506581,short,narrow,polyprotein,,6891,6910,32.8,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13279,Crohivirus,1506581,short,narrow,polyprotein,,5047,5084,92.7,38,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13280,Crohivirus,1506581,short,narrow,polyprotein,,1180,1203,53,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13281,Crohivirus,1506581,short,narrow,polyprotein,,4976,5005,58.66,30,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13282,Crohivirus,1506581,short,narrow,polyprotein,,1365,1384,41.34,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13283,Crohivirus,1506581,short,narrow,polyprotein,,1730,1755,53.16,26,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13284,Crohivirus,1506581,short,narrow,polyprotein,,5808,5831,36.66,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13285,Crohivirus,1506581,short,narrow,polyprotein,,3178,3205,42,28,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13286,Crohivirus,1506581,short,narrow,polyprotein,,4665,4687,37.34,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13287,Crohivirus,1506581,short,narrow,polyprotein,,1544,1581,84.4,38,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13288,Crohivirus,1506581,short,narrow,polyprotein,,7027,7046,46.58,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18374,Crohivirus,1506581,full-length,narrow,polyprotein,,1,2203,4030.46,2203,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13709,Tottorivirus,2560241,short,narrow,polyprotein,,627,664,80.26,38,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13710,Tottorivirus,2560241,short,narrow,polyprotein,,6331,6352,44.16,22,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13711,Tottorivirus,2560241,short,narrow,polyprotein,,4932,4951,35.44,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13712,Tottorivirus,2560241,short,narrow,polyprotein,,6155,6174,37.36,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13713,Tottorivirus,2560241,short,narrow,polyprotein,,6707,6746,95.94,40,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13714,Tottorivirus,2560241,short,narrow,polyprotein,,4337,4356,35.04,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13715,Tottorivirus,2560241,short,narrow,polyprotein,,6105,6128,49.44,24,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13716,Tottorivirus,2560241,short,narrow,polyprotein,,317,340,44.16,24,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13717,Tottorivirus,2560241,short,narrow,polyprotein,,7026,7045,42.96,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13718,Tottorivirus,2560241,short,narrow,polyprotein,,1544,1581,95.16,38,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13719,Tottorivirus,2560241,short,narrow,polyprotein,,6376,6396,42.12,21,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13720,Tottorivirus,2560241,short,narrow,polyprotein,,1056,1085,70.78,30,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13721,Tottorivirus,2560241,short,narrow,polyprotein,,5051,5105,126.4,55,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
